"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini"
"3395",1,0,11,22,1,2,2,0
"3396",276,0,7,14,2,2,1,0
"3397",1837,0,5,10,1,2,2,0
"3398",6360,0,40,40,1,1,1,0
"3399",572,0,13,13,1,1,1,0
"3400",6784,1,43,258,3,4,2,0.25
"3401",1,0,24,24,1,2,2,0
"3402",1308,0,12,24,1,1,1,0
"3403",128,0,3,6,1,1,1,0
"3404",6473,1,100,300,1,2,2,0
"3405",252,0,4,8,1,1,1,0
"3406",495,0,15,30,1,1,1,0
"3407",153,0,4,8,1,1,1,0
"3408",3149,1,105,315,2,3,2,0.17
"3409",2548,1,30,120,1,2,2,0
"3410",1865,0,16,96,2,4,2,0
"3411",2343,0,7,56,2,4,2,0
"3412",161,0,6,6,1,1,1,0
"3413",1,0,3,6,1,1,1,0
"3414",2,0,7,14,1,2,2,0
"3415",3396,0,26,52,1,2,2,0
"3416",11,0,8,16,1,2,2,0
"3417",731,1,100,100,1,1,1,0
"3418",4,0,12,24,1,1,1,0
"3419",4269,1,100,300,1,3,3,0
"3420",2900,1,76,304,3,4,2,0.25
"3421",1302,0,15,60,1,2,2,0
"3422",373,1,50,50,1,1,1,0
"3423",566,0,10,20,1,1,1,0
"3424",3,0,16,16,1,1,1,0
"3425",1558,0,25,75,2,2,1,0
"3426",489,0,4,12,2,3,2,0.17
"3427",8,0,10,20,1,2,2,0
"3428",959,1,35,70,1,1,1,0
"3429",1,1,45,90,2,3,2,0.17
"3430",7,0,3,6,1,1,1,0
"3431",600,0,8,16,1,1,1,0
"3432",614,0,6,24,1,2,2,0
"3433",1838,0,59,118,1,1,1,0
"3434",1580,1,36,36,1,1,1,0
"3435",2388,0,8,32,1,2,2,0
"3436",1,0,9,9,1,1,1,0
"3437",4,0,15,30,1,2,2,0
"3438",1900,1,30,60,1,1,1,0
"3439",12,0,25,50,1,2,2,0
"3440",352,0,8,32,2,4,2,0
"3441",3563,0,16,80,2,3,2,0.17
"3442",6641,0,14,84,2,4,2,0
"3443",4,0,25,50,1,1,1,0
"3444",3,0,15,75,2,3,2,0.17
"3445",2,0,24,24,1,1,1,0
"3446",1,0,16,80,2,3,2,0.17
"3447",930,1,35,70,1,1,1,0
"3448",467,1,40,40,1,1,1,0
"3449",6,0,10,60,2,4,2,0
"3450",3,0,20,60,2,2,1,0
"3451",38,0,6,12,1,2,2,0
"3452",2,0,3,9,1,1,1,0
"3453",2228,1,30,120,2,4,2,0
"3454",1480,0,3,12,1,2,2,0
"3455",441,1,44,44,1,1,1,0
"3456",6,0,10,10,1,1,1,0
"3457",4,0,8,32,1,2,2,0
"3458",820,0,30,30,1,1,1,0
"3459",3544,1,70,140,1,2,2,0
"3460",2030,0,23,46,1,2,2,0
"3461",805,1,55,110,2,2,1,0
"3462",1,0,17,102,3,6,2,0
"3463",3689,0,5,10,1,2,2,0
"3464",4262,0,13,65,2,3,2,0.17
"3465",323,0,10,10,1,1,1,0
"3466",2,1,45,90,2,3,2,0.17
"3467",278,0,4,12,2,2,1,0
"3468",817,0,3,12,1,2,2,0
"3469",2,0,24,48,1,1,1,0
"3470",31,0,22,88,1,2,2,0
"3471",7,0,6,6,1,1,1,0
"3472",10,0,7,14,1,2,2,0
"3473",14,0,4,8,1,1,1,0
"3474",2028,0,10,20,1,1,1,0
"3475",5273,0,3,12,1,2,2,0
"3476",953,0,26,52,2,2,1,0
"3477",3742,0,15,30,1,1,1,0
"3478",1,0,37,111,2,3,2,0.17
"3479",15,0,16,64,1,2,2,0
"3480",126,0,3,6,1,1,1,0
"3481",2,0,6,30,2,3,2,0.17
"3482",13,0,15,120,2,4,2,0
"3483",84,0,32,64,2,2,1,0
"3484",10,0,19,38,1,2,2,0
"3485",12,0,3,6,1,1,1,0
"3486",176,0,6,24,1,2,2,0
"3487",672,0,10,30,1,2,2,0
"3488",1,0,12,48,1,2,2,0
"3489",13,0,10,30,2,3,2,0.17
"3490",1175,0,12,24,1,1,1,0
"3491",6,0,10,20,1,1,1,0
"3492",3225,0,4,8,1,1,1,0
"3493",2207,0,12,60,2,3,2,0.17
"3494",2467,1,62,124,2,3,2,0.17
"3495",857,0,25,50,1,2,2,0
"3496",530,0,3,6,1,2,2,0
"3497",207,0,4,4,1,1,1,0
"3498",12,0,6,6,1,1,1,0
"3499",2525,0,20,60,2,3,2,0.17
"3500",955,0,19,19,1,1,1,0
"3501",3,0,25,100,3,4,2,0.25
"3502",1444,0,26,78,3,3,1,0
"3503",939,0,20,40,1,1,1,0
"3504",1563,0,21,42,1,1,1,0
"3505",949,1,152,304,2,2,1,0
"3506",4,0,6,24,1,2,2,0
"3507",10,0,5,5,1,1,1,0
"3508",2632,0,31,124,1,2,2,0
"3509",10,0,28,56,1,2,2,0
"3510",3,0,3,6,1,1,1,0
"3511",4,0,12,24,1,2,2,0
"3512",2926,0,34,102,1,2,2,0
"3513",3879,1,50,200,2,4,2,0
"3514",2,0,35,140,1,2,2,0
"3515",1501,0,26,52,1,2,2,0
"3516",2,0,20,20,1,1,1,0
"3517",10,0,14,56,1,2,2,0
"3518",4584,0,29,116,1,2,2,0
"3519",2126,0,13,78,2,4,2,0
"3520",2682,1,40,160,1,2,2,0
"3521",1173,0,12,36,2,2,1,0
"3522",949,0,31,31,1,1,1,0
"3523",4,0,6,12,1,1,1,0
"3524",3,0,20,80,2,4,2,0
"3525",11,0,10,40,1,2,2,0
"3526",694,0,15,30,1,1,1,0
"3527",5,0,25,25,1,1,1,0
"3528",340,0,12,12,1,1,1,0
"3529",3063,0,25,75,2,2,1,0
"3530",347,0,5,5,1,1,1,0
"3531",3,0,11,22,2,2,1,0
"3532",393,0,6,24,2,2,1,0
"3533",1249,0,30,60,1,1,1,0
"3534",28,0,4,8,1,2,2,0
"3535",3,0,28,56,1,1,1,0
"3536",1171,0,17,51,2,2,1,0
"3537",576,1,5,5,1,1,1,0
"3538",1000,1,39,156,1,2,2,0
"3539",3883,1,47,47,4,5,2,0.3
"3540",1109,0,6,36,3,3,1,0
"3541",2653,0,30,120,1,2,2,0
"3542",921,0,12,36,2,3,2,0.17
"3543",2535,0,3,12,1,2,2,0
"3544",865,0,3,6,1,1,1,0
"3545",450,0,5,30,3,3,1,0
"3546",2220,0,31,62,1,2,2,0
"3547",4,0,5,15,2,2,1,0
"3548",1986,0,25,100,1,2,2,0
"3549",94,0,3,6,1,2,2,0
"3550",326,0,4,16,3,3,1,0
"3551",824,0,11,22,1,2,2,0
"3552",8,0,27,162,2,4,2,0
"3553",123,0,3,6,2,2,1,0
"3554",3,0,4,16,1,2,2,0
"3555",101,0,15,15,1,1,1,0
"3556",724,1,34,68,1,1,1,0
"3557",3,0,7,7,1,1,1,0
"3558",9,0,15,30,1,2,2,0
"3559",8,0,20,80,1,2,2,0
"3560",15,0,24,48,1,2,2,0
"3561",2,0,8,16,1,2,2,0
"3562",210,0,4,8,1,1,1,0
"3563",4442,0,26,104,1,2,2,0
"3564",4,0,13,52,3,4,2,0.25
"3565",1261,0,16,64,1,2,2,0
"3566",3,0,30,60,1,2,2,0
"3567",334,0,8,16,1,1,1,0
"3568",5,0,10,20,2,2,1,0
"3569",11344,1,100,200,1,2,2,0
"3570",2,0,11,44,2,2,1,0
"3571",498,1,50,50,1,1,1,0
"3572",1,0,22,44,1,2,2,0
"3573",246,0,8,16,3,3,1,0
"3574",577,0,10,20,1,1,1,0
"3575",2,0,23,23,1,1,1,0
"3576",3,0,6,12,1,1,1,0
"3577",8,0,10,30,2,2,1,0
"3578",963,1,60,120,1,1,1,0
"3579",305,0,3,6,1,1,1,0
"3580",3,0,12,12,1,1,1,0
"3581",9,0,12,48,1,2,2,0
"3582",0,0,13,52,1,2,2,0
"3583",1079,0,11,22,1,1,1,0
"3584",5222,0,20,80,1,2,2,0
"3585",25,0,20,140,1,2,2,0
"3586",1,1,80,80,1,1,1,0
"3587",3211,1,30,120,1,2,2,0
"3588",1,1,40,80,1,1,1,0
"3589",188,0,4,8,1,1,1,0
"3590",335,0,4,16,2,2,1,0
"3591",843,0,23,46,1,1,1,0
"3592",5,0,10,10,1,1,1,0
"3593",562,0,7,28,2,2,1,0
"3594",12,0,3,18,1,2,2,0
"3595",4,0,3,3,1,1,1,0
"3596",609,0,21,21,1,1,1,0
"3597",2819,0,10,40,1,2,2,0
"3598",49,0,10,20,1,1,1,0
"3599",2040,1,73,219,1,2,2,0
"3600",8,0,9,9,1,1,1,0
"3601",2138,0,21,84,1,2,2,0
"3602",4288,0,20,40,1,2,2,0
"3603",496,0,15,30,1,1,1,0
"3604",2,1,55,330,3,4,2,0.25
"3605",1,1,45,90,1,1,1,0
"3606",1254,0,10,40,1,2,2,0
"3607",721,0,6,24,1,2,2,0
"3608",2,0,23,46,1,2,2,0
"3609",2,1,46,46,1,1,1,0
"3610",6,0,25,50,1,1,1,0
"3611",417,1,64,64,1,1,1,0
"3612",867,0,21,42,1,2,2,0
"3613",838,1,47,47,1,1,1,0
"3614",585,0,25,175,3,5,2,0.1
"3615",885,0,17,34,2,2,1,0
"3616",4,0,5,20,1,2,2,0
"3617",10,1,3,3,1,1,1,0
"3618",1486,0,12,48,1,2,2,0
"3619",1,0,10,30,1,1,1,0
"3620",9741,1,35,140,1,2,2,0
"3621",13,0,11,44,1,2,2,0
"3622",726,1,31,62,1,1,1,0
"3623",74,1,24,72,2,3,2,0.17
"3624",23,0,20,40,1,2,2,0
"3625",1,0,25,100,1,2,2,0
"3626",5250,0,26,156,2,4,2,0
"3627",486,0,7,14,1,1,1,0
"3628",35,0,5,5,1,1,1,0
"3629",696,0,25,50,1,1,1,0
"3630",5998,1,40,160,1,2,2,0
"3631",380,1,40,120,2,2,1,0
"3632",468,1,45,90,1,1,1,0
"3633",3,0,6,6,1,1,1,0
"3634",2,0,21,42,1,1,1,0
"3635",2403,0,12,48,1,2,2,0
"3636",1948,0,12,36,2,2,1,0
"3637",860,0,7,35,2,3,2,0.17
"3638",2,0,12,12,1,1,1,0
"3639",2478,0,24,288,3,6,2,0
"3640",522,0,16,16,1,1,1,0
"3641",56,0,18,18,1,1,1,0
"3642",1,0,30,210,3,5,2,0.1
"3643",3,0,26,104,1,2,2,0
"3644",1188,0,20,60,3,3,1,0
"3645",1009,0,10,20,1,2,2,0
"3646",4,0,12,36,2,2,1,0
"3647",4768,0,16,112,3,5,2,0.1
"3648",2029,0,13,26,1,1,1,0
"3649",4394,0,36,72,1,1,1,0
"3650",4,0,25,25,1,1,1,0
"3651",874,0,12,36,2,2,1,0
"3652",10,0,30,60,1,1,1,0
"3653",1202,0,27,81,4,4,1,0
"3654",15,0,25,50,1,1,1,0
"3655",1093,1,30,60,1,2,2,0
"3656",29,0,10,30,2,2,1,0
"3657",3,0,3,6,1,1,1,0
"3658",661,0,10,20,1,2,2,0
"3659",27,0,26,104,1,2,2,0
"3660",17,0,11,22,1,2,2,0
"3661",1414,0,18,72,2,2,1,0
"3662",2071,1,50,200,1,2,2,0
"3663",615,0,7,14,1,1,1,0
"3664",1,1,156,156,1,1,1,0
"3665",4,0,10,10,1,1,1,0
"3666",310,0,9,9,1,1,1,0
"3667",2,1,50,100,1,1,1,0
"3668",2220,0,6,48,3,5,2,0.1
"3669",4070,1,50,200,1,2,2,0
"3670",2546,0,13,104,2,4,2,0
"3671",1513,0,27,108,2,2,1,0
"3672",8568,1,40,80,1,1,1,0
"3673",2,0,13,26,1,1,1,0
"3674",1090,0,6,18,1,3,3,0
"3675",306,0,7,21,2,2,1,0
"3676",3,0,3,6,1,1,1,0
"3677",535,0,5,15,2,2,1,0
"3678",1236,0,24,48,1,1,1,0
"3679",3,0,10,20,1,1,1,0
"3680",4,0,9,9,1,1,1,0
"3681",5386,0,64,64,1,1,1,0
"3682",1893,0,30,60,1,1,1,0
"3683",46,0,31,124,1,2,2,0
"3684",2,0,5,10,1,2,2,0
"3685",359,0,6,12,1,1,1,0
"3686",3,0,20,80,1,2,2,0
"3687",4,0,19,38,1,1,1,0
"3688",3,0,4,24,2,2,1,0
"3689",3,0,4,16,1,2,2,0
"3690",15,0,20,40,2,2,1,0
"3691",3,1,35,70,1,1,1,0
"3692",2122,0,14,70,2,3,2,0.17
"3693",3,0,28,140,2,3,2,0.17
"3694",4,0,50,50,1,1,1,0
"3695",2781,1,42,84,2,2,1,0
"3696",2,0,12,24,1,2,2,0
"3697",537,0,5,10,1,2,2,0
"3698",2,0,3,3,1,1,1,0
"3699",3316,0,30,60,1,1,1,0
"3700",694,0,15,60,1,2,2,0
"3701",11,0,3,12,1,2,2,0
"3702",125,0,6,6,1,1,1,0
"3703",617,0,14,28,1,1,1,0
"3704",940,0,7,14,1,1,1,0
"3705",3,0,12,48,3,3,1,0
"3706",574,0,5,10,2,2,1,0
"3707",1,1,40,160,1,2,2,0
"3708",3,0,6,6,1,1,1,0
"3709",1200,0,7,14,1,2,2,0
"3710",24,0,30,60,1,2,2,0
"3711",831,0,25,50,1,1,1,0
"3712",4,0,16,32,1,1,1,0
"3713",18,0,21,84,1,2,2,0
"3714",2783,0,30,120,3,4,2,0.25
"3715",1,1,100,200,1,2,2,0
"3716",106,0,3,3,1,1,1,0
"3717",29,0,25,100,2,2,1,0
"3718",3,0,12,48,3,4,2,0.25
"3719",6617,0,14,28,1,2,2,0
"3720",4172,0,25,150,2,4,2,0
"3721",3779,1,40,40,2,2,1,0
"3722",3,0,3,6,1,1,1,0
"3723",462,0,15,30,2,2,1,0
"3724",22,0,13,52,1,2,2,0
"3725",958,0,19,76,2,2,1,0
"3726",28,0,24,24,1,1,1,0
"3727",19,0,22,44,1,2,2,0
"3728",67,0,15,60,1,2,2,0
"3729",2,0,17,34,1,1,1,0
"3730",1219,1,52,208,1,2,2,0
"3731",1783,0,8,16,1,1,1,0
"3732",26,0,8,32,1,2,2,0
"3733",209,0,6,6,1,1,1,0
"3734",2226,0,39,78,1,2,2,0
"3735",15,0,10,20,1,1,1,0
"3736",37,0,7,14,1,1,1,0
"3737",2,0,3,6,1,1,1,0
"3738",3,0,3,6,1,2,2,0
"3739",1519,0,14,70,3,3,1,0
"3740",831,0,20,40,1,1,1,0
"3741",312,0,3,9,1,1,1,0
"3742",7,0,3,3,1,1,1,0
"3743",11,0,42,252,2,3,2,0.17
"3744",4,0,3,12,3,3,1,0
"3745",2837,1,115,230,1,2,2,0
"3746",11339,1,300,300,4,5,2,0.3
"3747",3,0,17,68,1,2,2,0
"3748",3,0,2,6,2,2,1,0
"3749",3,0,22,88,2,4,3,0.17
"3750",47,0,15,60,2,4,2,0
"3751",8,0,5,20,1,2,2,0
"3752",2,0,10,10,2,3,2,0.17
"3753",545,0,13,26,1,1,1,0
"3754",34,0,10,20,1,2,2,0
"3755",54,0,10,20,1,1,1,0
"3756",1282,0,11,44,3,4,2,0.25
"3757",741,0,30,60,1,1,1,0
"3758",4,0,20,80,1,1,1,0
"3759",2105,0,56,112,1,1,1,0
"3760",1,1,32,64,1,2,2,0
"3761",3,0,22,22,1,1,1,0
"3762",23,0,10,20,1,2,2,0
"3763",46,0,10,40,1,2,2,0
"3764",26,0,12,48,1,2,2,0
"3765",1811,1,45,45,1,1,1,0
"3766",3,0,16,32,1,1,1,0
"3767",2485,0,25,100,2,2,1,0
"3768",2,0,1,4,1,2,2,0
"3769",3,0,11,22,1,1,1,0
"3770",865,1,54,162,1,2,2,0
"3771",2,0,28,168,3,4,2,0.25
"3772",2,0,13,52,1,2,2,0
"3773",1702,0,12,48,2,4,2,0
"3774",137,0,25,25,1,1,1,0
"3775",1923,0,12,24,2,2,1,0
"3776",2,0,30,60,1,1,1,0
"3777",840,0,31,62,1,2,2,0
"3778",13,0,24,144,2,4,2,0
"3779",26,0,13,13,1,1,1,0
"3780",32,0,10,40,1,2,2,0
"3781",3,0,14,28,1,1,1,0
"3782",1178,0,11,33,2,3,2,0.17
"3783",3,0,12,84,3,6,2,0
"3784",9,0,17,34,2,2,1,0
"3785",14,0,5,15,2,2,1,0
"3786",2,0,14,14,1,1,1,0
"3787",3,0,30,30,1,1,1,0
"3788",726,0,13,13,1,1,1,0
"3789",1908,0,30,120,1,2,2,0
"3790",3,0,28,112,3,3,1,0
"3791",146,0,30,60,1,1,1,0
"3792",3,0,1,4,1,2,2,0
"3793",4,0,24,144,3,6,2,0
"3794",21,0,6,24,1,2,2,0
"3795",3,0,15,45,2,2,1,0
"3796",2,0,34,136,3,3,1,0
"3797",3,0,12,24,1,1,1,0
"3798",1702,1,52,104,1,2,2,0
"3799",2,0,14,28,1,1,1,0
"3800",758,0,4,16,2,2,1,0
"3801",25,0,12,36,1,2,2,0
"3802",1938,0,15,60,1,2,2,0
"3803",2,0,13,39,1,2,2,0
"3804",5942,0,26,156,2,4,2,0
"3805",2,0,3,6,1,1,1,0
"3806",14,0,24,48,2,2,1,0
"3807",27,0,24,48,1,2,2,0
"3808",2212,0,25,100,4,4,1,0
"3809",29,0,14,56,1,2,2,0
"3810",379,0,6,18,2,2,1,0
"3811",2,0,3,3,1,1,1,0
"3812",51,0,24,48,1,2,2,0
"3813",1222,0,3,12,1,2,2,0
"3814",20,0,5,20,1,2,2,0
"3815",10,0,15,60,1,2,2,0
"3816",24,0,15,45,2,3,2,0.17
"3817",426,0,3,6,1,2,2,0
"3818",3,0,6,36,2,3,2,0.17
"3819",49,0,8,32,1,2,2,0
"3820",868,1,85,170,2,4,2,0
"3821",1186,0,51,51,1,1,1,0
"3822",1381,1,60,120,1,1,1,0
"3823",25,0,36,72,1,1,1,0
"3824",40,0,20,20,1,1,1,0
"3825",7,0,7,14,1,2,2,0
"3826",12,0,10,20,1,2,2,0
"3827",1070,0,9,36,1,2,2,0
"3828",1164,0,30,60,1,1,1,0
"3829",575,0,5,10,1,1,1,0
"3830",2,0,8,48,2,3,2,0.17
"3831",34,0,36,72,1,1,1,0
"3832",23,0,13,52,1,2,2,0
"3833",20,0,3,12,1,2,2,0
"3834",7,0,14,14,1,1,1,0
"3835",3,0,1,2,1,1,1,0
"3836",14,0,3,6,1,1,1,0
"3837",6654,1,50,200,1,2,2,0
"3838",15,0,44,88,1,2,2,0
"3839",2,0,3,6,1,1,1,0
"3840",46,0,4,12,2,3,2,0.17
"3841",3,0,1,1,1,1,1,0
"3842",1417,0,40,40,1,1,1,0
"3843",4031,0,81,162,1,2,2,0
"3844",2379,0,32,32,1,1,1,0
"3845",7,0,35,105,2,3,2,0.17
"3846",148,0,5,5,1,1,1,0
"3847",3738,0,16,96,2,4,2,0
"3848",14,0,5,10,1,1,1,0
"3849",2445,0,36,144,1,2,2,0
"3850",2880,0,16,80,2,3,2,0.17
"3851",1,0,31,62,1,2,2,0
"3852",3783,0,10,40,1,2,2,0
"3853",15,0,3,6,1,1,1,0
"3854",2,0,3,3,1,1,1,0
"3855",564,1,50,100,1,1,1,0
"3856",4296,0,14,168,3,6,3,0.22
"3857",392,0,4,12,2,2,1,0
"3858",452,0,4,12,2,2,1,0
"3859",775,0,25,25,1,1,1,0
"3860",13,0,5,45,4,6,2,0.17
"3861",1,0,29,116,1,2,2,0
"3862",2853,0,18,54,2,2,1,0
"3863",3,0,1,4,1,1,1,0
"3864",3,0,30,30,1,2,2,0
"3865",62,0,6,24,1,2,2,0
"3866",3,0,7,14,1,1,1,0
"3867",1745,0,31,93,2,2,1,0
"3868",387,0,3,3,1,1,1,0
"3869",5505,0,32,224,2,4,2,0
"3870",1661,0,13,39,1,1,1,0
"3871",54,0,32,128,1,2,2,0
"3872",1822,0,70,70,1,1,1,0
"3873",3,0,11,11,1,1,1,0
"3874",35,0,11,22,1,1,1,0
"3875",1762,1,58,58,2,2,1,0
"3876",2647,0,8,64,2,4,2,0
"3877",1882,0,20,20,1,1,1,0
"3878",3,0,20,80,2,3,2,0.17
"3879",3,0,1,3,2,2,1,0
"3880",773,0,43,86,1,2,2,0
"3881",19,0,6,12,1,1,1,0
"3882",91,0,5,10,1,1,1,0
"3883",2,0,14,28,1,2,2,0
"3884",2,0,14,14,1,1,1,0
"3885",4,0,8,16,1,1,1,0
"3886",1658,0,35,35,1,1,1,0
"3887",13,0,24,96,1,2,2,0
"3888",2,0,3,9,2,2,1,0
"3889",3,0,5,10,1,1,1,0
"3890",17,1,25,50,1,1,1,0
"3891",4,0,30,30,1,1,1,0
"3892",14,1,15,30,1,1,1,0
"3893",17,0,10,20,1,2,2,0
"3894",364,1,40,40,1,2,2,0
"3895",3552,0,4,16,1,2,2,0
"3896",10,0,3,12,1,2,2,0
"3897",29,0,33,33,1,1,1,0
"3898",3,0,9,9,1,1,1,0
"3899",2065,1,40,80,1,1,1,0
"3900",4,0,6,12,1,1,1,0
"3901",517,1,50,50,1,1,1,0
"3902",72,0,30,60,1,2,2,0
"3903",6,0,26,52,1,1,1,0
"3904",33,0,20,40,1,2,2,0
"3905",27,0,12,24,1,2,2,0
"3906",9,0,4,8,1,2,2,0
"3907",15,0,16,64,1,2,2,0
"3908",13,0,11,11,1,1,1,0
"3909",13,0,5,10,1,2,2,0
"3910",10,0,7,14,1,2,2,0
"3911",2,0,6,12,1,1,1,0
"3912",3201,1,260,260,1,1,1,0
"3913",10,0,12,24,1,1,1,0
"3914",19,0,8,16,1,1,1,0
"3915",2138,1,161,161,1,1,1,0
"3916",25,0,20,40,1,1,1,0
"3917",3,0,4,8,1,1,1,0
"3918",913,0,20,40,1,1,1,0
"3919",365,0,12,24,2,2,1,0
"3920",60,0,25,100,1,2,2,0
"3921",23,0,7,28,1,2,2,0
"3922",13,0,12,48,1,2,2,0
"3923",1,0,24,96,1,2,2,0
"3924",0,0,11,44,3,3,1,0
"3925",2,0,6,12,1,1,1,0
"3926",20,0,6,6,1,1,1,0
"3927",1647,0,16,16,1,1,1,0
"3928",6,0,38,76,1,1,1,0
"3929",3,0,20,80,3,3,1,0
"3930",5,0,12,24,1,1,1,0
"3931",2,0,9,27,2,2,1,0
"3932",20,0,6,12,1,1,1,0
"3933",670,0,24,24,1,1,1,0
"3934",1,0,19,57,2,2,1,0
"3935",22,0,5,20,1,2,2,0
"3936",3,0,14,28,1,1,1,0
"3937",7,0,16,48,2,2,1,0
"3938",2,0,35,70,1,2,2,0
"3939",256,0,4,12,2,2,1,0
"3940",2,0,4,16,1,2,2,0
"3941",615,0,7,14,1,2,2,0
"3942",983,0,10,20,1,1,1,0
"3943",25,0,4,16,1,2,2,0
"3944",35,0,19,38,2,2,1,0
"3945",2,0,10,30,2,2,1,0
"3946",1,0,7,14,2,2,1,0
"3947",6833,1,34,102,1,2,2,0
"3948",7,0,18,18,1,1,1,0
"3949",5691,0,15,60,1,2,2,0
"3950",833,0,38,76,1,1,1,0
"3951",6841,1,91,364,1,2,2,0
"3952",784,0,19,19,1,1,1,0
"3953",1378,1,32,64,1,1,1,0
"3954",563,0,18,54,2,3,2,0.17
"3955",924,0,29,58,1,1,1,0
"3956",6,0,5,5,1,1,1,0
"3957",334,0,7,28,2,2,1,0
"3958",513,0,5,15,2,2,1,0
"3959",6,0,15,30,1,1,1,0
"3960",1742,0,10,30,2,2,1,0
"3961",56920,1,70,140,1,2,2,0
"3962",2,0,29,87,2,3,2,0.17
"3963",4,0,4,4,1,1,1,0
"3964",924,0,4,4,1,1,1,0
"3965",27,0,30,120,1,2,2,0
"3966",43,0,21,105,2,3,2,0.17
"3967",807,0,35,35,1,1,1,0
"3968",3,0,15,30,2,2,1,0
"3969",2916,1,47,376,2,4,2,0
"3970",906,0,5,20,1,2,2,0
"3971",1020,0,8,32,4,4,1,0
"3972",786,0,41,41,1,1,1,0
"3973",10,0,6,24,1,2,2,0
"3974",46,1,20,40,1,1,1,0
"3975",3,0,3,6,1,1,1,0
"3976",7,0,35,70,1,1,1,0
"3977",665,0,4,12,2,3,2,0.17
"3978",447,0,19,38,1,2,2,0
"3979",13,0,8,16,2,2,1,0
"3980",875,0,23,46,1,1,1,0
"3981",245,0,10,10,1,1,1,0
"3982",463,0,18,72,1,2,2,0
"3983",2508,0,20,80,3,4,2,0.25
"3984",5,0,3,18,1,2,2,0
"3985",6380,1,50,100,2,3,2,0.17
"3986",3,0,5,10,1,1,1,0
"3987",928,0,8,16,1,2,2,0
"3988",868,0,12,24,2,2,1,0
"3989",8,0,4,8,1,1,1,0
"3990",25,0,6,24,1,2,2,0
"3991",347,0,10,40,1,2,2,0
"3992",10,0,23,92,1,2,2,0
"3993",390,0,13,13,1,1,1,0
"3994",1817,0,25,25,1,1,1,0
"3995",3019,0,35,70,1,2,2,0
"3996",503,0,8,16,1,1,1,0
"3997",1270,0,22,88,2,3,2,0.17
"3998",4597,0,100,100,1,1,1,0
"3999",7,0,10,20,1,1,1,0
"4000",8,0,36,36,1,1,1,0
"4001",147,0,5,10,1,1,1,0
"4002",11,0,31,124,1,2,2,0
"4003",17,0,5,20,1,2,2,0
"4004",12,0,32,128,1,2,2,0
"4005",6267,0,14,154,3,8,3,0.08
"4006",297,0,10,20,2,2,1,0
"4007",351,0,12,24,2,2,1,0
"4008",15,0,20,40,2,2,1,0
"4009",625,0,3,18,2,2,1,0
"4010",6,0,15,30,2,2,1,0
"4011",1748,0,25,75,2,3,2,0.17
"4012",6,0,13,39,2,2,1,0
"4013",284,0,3,6,1,1,1,0
"4014",953,0,5,20,1,2,2,0
"4015",251,0,4,8,2,2,1,0
"4016",1211,0,3,12,2,4,2,0
"4017",12,0,7,14,1,1,1,0
"4018",785,0,15,30,2,2,1,0
"4019",2,0,15,30,1,1,1,0
"4020",7,0,3,6,2,2,1,0
"4021",3,0,5,20,1,2,2,0
"4022",2826,0,25,100,1,2,2,0
"4023",2647,0,35,140,1,2,2,0
"4024",310,0,5,10,1,1,1,0
"4025",960,0,20,40,2,2,1,0
"4026",493,0,8,16,2,2,1,0
"4027",2060,0,4,20,2,3,2,0.17
"4028",1107,0,41,41,1,1,1,0
"4029",4399,0,27,108,1,2,2,0
"4030",2123,0,21,63,2,3,2,0.17
"4031",4,0,17,17,1,1,1,0
"4032",131,0,4,8,1,1,1,0
"4033",1327,1,52,104,1,1,1,0
"4034",2455,0,3,6,1,2,2,0
"4035",4919,1,30,60,1,2,2,0
"4036",598,0,17,51,2,2,1,0
"4037",2761,0,20,120,2,4,2,0
"4038",3,0,10,20,1,1,1,0
"4039",699,0,3,9,1,1,1,0
"4040",685,0,24,48,1,1,1,0
"4041",3,0,3,6,1,1,1,0
"4042",1069,0,6,24,1,2,2,0
"4043",490,0,12,60,2,3,2,0.17
"4044",475,0,4,8,1,1,1,0
"4045",4787,1,144,288,1,1,1,0
"4046",946,0,12,24,1,1,1,0
"4047",2069,1,100,200,2,2,1,0
"4048",1503,0,17,68,1,2,2,0
"4049",3,0,9,9,1,1,1,0
"4050",9213,1,48,192,1,2,2,0
"4051",1,0,3,6,1,1,1,0
"4052",6,0,15,30,1,1,1,0
"4053",1508,0,15,60,2,2,1,0
"4054",469,0,7,70,4,7,2,0.07
"4055",911,0,16,32,2,2,1,0
"4056",1869,1,30,60,1,1,1,0
"4057",1387,0,7,14,1,1,1,0
"4058",1,0,12,12,1,1,1,0
"4059",455,0,11,11,1,1,1,0
"4060",340,0,7,14,1,1,1,0
"4061",3134,1,30,120,1,2,2,0
"4062",1584,0,3,12,2,3,2,0.17
"4063",1949,0,14,42,2,2,1,0
"4064",10476,1,100,400,1,2,2,0
"4065",1071,0,13,52,2,2,1,0
"4066",1673,0,25,50,1,2,2,0
"4067",468,0,12,12,1,1,1,0
"4068",2387,0,3,12,1,2,2,0
"4069",1476,0,7,28,1,2,2,0
"4070",3059,0,24,96,1,2,2,0
"4071",1875,0,15,15,1,2,2,0
"4072",322,0,4,12,2,2,1,0
"4073",471,0,19,19,1,1,1,0
"4074",1393,0,25,75,1,1,1,0
"4075",295,0,12,12,1,1,1,0
"4076",1042,0,18,36,1,1,1,0
