"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini","timePerPc","timePerImp","inksPerPc"
"232",3642,0,25,100,2,3,"2",0.17,145.68,36.42,0.12
"233",3623,0,20,80,1,2,"2",0,181.15,45.2875,0.1
"234",1685,0,13,52,1,2,"2",0,129.615384615385,32.4038461538462,0.153846153846154
"235",3540,0,20,80,1,2,"2",0,177,44.25,0.1
"236",8895,0,30,390,6,8,"2",0.25,296.5,22.8076923076923,0.266666666666667
"237",747,0,9,18,1,2,"2",0,83,41.5,0.222222222222222
"238",1715,0,6,36,1,2,"2",0,285.833333333333,47.6388888888889,0.333333333333333
"239",1520,0,21,42,1,2,"2",0,72.3809523809524,36.1904761904762,0.0952380952380952
"240",356,0,12,12,1,1,"1",0,29.6666666666667,29.6666666666667,0.0833333333333333
"241",3737,0,27,162,2,3,"2",0.17,138.407407407407,23.0679012345679,0.111111111111111
"242",355,0,7,7,1,1,"1",0,50.7142857142857,50.7142857142857,0.142857142857143
"243",1035,0,19,38,1,1,"1",0,54.4736842105263,27.2368421052632,0.0526315789473684
"244",5900,0,27,162,1,2,"2",0,218.518518518519,36.4197530864198,0.0740740740740741
"245",237,0,10,10,1,1,"1",0,23.7,23.7,0.1
"246",2146,0,17,68,1,2,"2",0,126.235294117647,31.5588235294118,0.117647058823529
"247",2331,0,13,65,3,5,"2",0.1,179.307692307692,35.8615384615385,0.384615384615385
"248",1443,0,27,54,2,2,"1",0,53.4444444444444,26.7222222222222,0.0740740740740741
"249",651,0,7,21,2,2,"1",0,93,31,0.285714285714286
"250",146,0,3,3,1,1,"1",0,48.6666666666667,48.6666666666667,0.333333333333333
"251",2067,0,12,72,1,2,"2",0,172.25,28.7083333333333,0.166666666666667
"252",1242,0,14,28,1,1,"1",0,88.7142857142857,44.3571428571429,0.0714285714285714
"253",1746,0,13,52,1,2,"2",0,134.307692307692,33.5769230769231,0.153846153846154
"254",1634,0,30,60,1,1,"1",0,54.4666666666667,27.2333333333333,0.0333333333333333
"255",165,0,4,4,1,1,"1",0,41.25,41.25,0.25
"256",1004,0,7,28,1,2,"2",0,143.428571428571,35.8571428571429,0.285714285714286
"257",1636,0,21,42,1,2,"2",0,77.9047619047619,38.9523809523809,0.0952380952380952
"258",1028,0,20,40,1,1,"1",0,51.4,25.7,0.05
"259",679,0,9,18,1,1,"1",0,75.4444444444444,37.7222222222222,0.111111111111111
"260",4362,0,20,180,2,4,"2",0,218.1,24.2333333333333,0.2
"261",575,0,15,15,1,1,"1",0,38.3333333333333,38.3333333333333,0.0666666666666667
"262",3670,0,55,110,1,2,"2",0,66.7272727272727,33.3636363636364,0.0363636363636364
"263",1593,0,30,60,1,1,"1",0,53.1,26.55,0.0333333333333333
"264",6736,0,44,132,2,2,"1",0,153.090909090909,51.030303030303,0.0454545454545455
"265",776,0,16,32,1,1,"1",0,48.5,24.25,0.0625
"266",269,0,5,5,1,1,"1",0,53.8,53.8,0.2
