tab_score_reg,dopasPerTab,totInksPerTab,tot_imps_per_tab,stationTypeId,idx,oID,maxInksPerTab,gini,tab_score_weighted,tabID,qtyPerTab,runTime
1.41,1,2,60,1,3351,276735,2,0,84.85,90804,30,3436
2.45,2,3,16,2,3352,276736,2,0.17,39.19,90805,4,2360
2,2,2,12,2,3353,276747,1,0,24,90816,6,17
2,2,2,2,2,3354,276753,1,0,4,90822,1,3
1.41,1,1,4,2,3355,276756,1,0,5.66,90826,4,78
1.41,1,2,22,2,3356,276761,2,0,31.11,90833,11,1413
1,1,1,8,2,3357,276766,1,0,8,90838,8,2
2,2,2,60,2,3358,276774,1,0,120,90847,15,3
2,2,2,240,1,3359,276781,1,0,480,90855,120,5462
2.83,2,4,96,2,3360,276785,2,0,271.53,90860,12,1721
2,2,2,44,2,3361,276789,1,0,88,90865,11,7446
2,2,2,40,2,3362,276791,1,0,80,90867,10,1242
2,1,2,24,2,3363,276801,2,0,48,90879,8,1
2,2,2,30,2,3364,276803,1,0,60,90881,15,1368
2,2,2,100,1,3365,276809,1,0,200,90887,50,3
2.83,2,4,525,1,3366,276810,2,0,1484.92,90888,175,5381
2.83,2,4,138,2,3367,276814,2,0,390.32,90892,23,10846
1,1,1,4,2,3368,276822,1,0,4,90900,2,3
1,1,1,30,2,3369,276827,1,0,30,90905,15,539
1.41,1,2,9,2,3370,276841,2,0,12.73,90919,3,1281
2,2,2,26,2,3371,276842,1,0,52,90920,13,2063
2,2,2,44,2,3372,276846,1,0,88,90926,22,1409
3.16,2,5,250,2,3373,276849,3,0.1,790.57,90929,50,7473
2.45,2,3,52,2,3374,276851,2,0.17,127.37,90931,13,1118
2,2,2,24,2,3375,276852,1,0,48,90932,12,2
2,2,2,50,2,3376,276854,1,0,100,90934,25,3801
2,2,2,12,2,3377,276859,1,0,24,90939,3,988
1.41,1,1,8,2,3378,276861,1,0,11.31,90941,8,4
1,1,1,6,2,3379,276863,1,0,6,90943,3,10
2,1,4,100,2,3380,276866,4,0,200,90946,25,6729
1,1,1,11,2,3381,276868,1,0,11,90948,11,2730
2,2,2,32,2,3382,276869,1,0,64,90949,16,1
1,1,1,12,2,3383,276871,1,0,12,90951,12,385
1,1,1,17,2,3384,276878,1,0,17,90958,17,366
2.83,1,4,32,2,3385,276880,4,0,90.51,90960,8,568
2.83,2,4,66,2,3386,276881,2,0,186.68,90961,11,3241
2,2,2,40,2,3387,276885,1,0,80,90965,20,1208
1,1,1,10,2,3388,276886,1,0,10,90966,5,663
2.45,2,3,90,2,3389,276892,2,0.17,220.45,90972,30,2424
1,1,1,34,2,3390,276894,1,0,34,90974,17,5
1,1,1,4,2,3391,276899,1,0,4,90979,4,999
2,2,2,8,2,3392,276908,1,0,16,90990,4,7986
1.41,1,1,18,2,3393,276912,1,0,25.46,90994,9,345
2,2,2,22,2,3394,276927,1,0,44,91011,11,1
1.41,1,2,14,2,3395,276933,2,0,19.8,91017,7,276
2,2,2,10,2,3396,276937,1,0,20,91026,5,1837
1,1,1,40,2,3397,276940,1,0,40,91029,40,6360
1.41,1,1,13,2,3398,276941,1,0,18.38,91030,13,572
2.83,2,4,258,1,3399,276943,3,0.25,729.73,91032,43,6784
2.45,2,2,24,2,3400,276954,1,0,58.79,91046,24,1
1,1,1,24,2,3401,276962,1,0,24,91059,12,1308
1,1,1,6,2,3402,276972,1,0,6,91069,3,128
2,2,2,300,1,3403,276974,1,0,600,91071,100,6473
1,1,1,8,2,3404,276980,1,0,8,91078,4,252
1,1,1,30,2,3405,276981,1,0,30,91079,15,495
1.41,1,1,8,2,3406,276985,1,0,11.31,91084,4,153
2.45,2,3,315,1,3407,276988,2,0.17,771.59,91087,105,3149
2,2,2,120,1,3408,276991,1,0,240,91091,30,2548
2.83,2,4,96,2,3409,276993,2,0,271.53,91093,16,1865
2.83,2,4,56,2,3410,277001,2,0,158.39,91103,7,2343
1,1,1,6,2,3411,277002,1,0,6,91104,6,161
1,1,1,6,2,3412,277017,1,0,6,91119,3,1
2,2,2,14,2,3413,277019,1,0,28,91121,7,2
2,2,2,52,2,3414,277033,1,0,104,91135,26,3396
2,2,2,16,2,3415,277043,1,0,32,91145,8,11
1,1,1,100,1,3416,277046,1,0,100,91149,100,731
1.41,1,1,24,2,3417,277060,1,0,33.94,91164,12,4
3,3,3,300,1,3418,277061,1,0,900,91165,100,4269
2.83,2,4,304,1,3419,277067,3,0.25,859.84,91171,76,2900
2,2,2,60,2,3420,277092,1,0,120,91197,15,1302
1,1,1,50,1,3421,277093,1,0,50,91198,50,373
1,1,1,20,2,3422,277096,1,0,20,91201,10,566
1,1,1,16,2,3423,277113,1,0,16,91221,16,3
1.41,1,2,75,2,3424,277123,2,0,106.07,91231,25,1558
2.45,2,3,12,2,3425,277136,2,0.17,29.39,91247,4,489
2,2,2,20,2,3426,277143,1,0,40,91256,10,8
1,1,1,70,1,3427,277179,1,0,70,91301,35,959
2.45,2,3,90,1,3428,277183,2,0.17,220.45,91305,45,1
1,1,1,6,2,3429,277188,1,0,6,91310,3,7
1,1,1,16,2,3430,277190,1,0,16,91312,8,600
2,2,2,24,2,3431,277200,1,0,48,91324,6,614
1,1,1,118,2,3432,277203,1,0,118,91327,59,1838
1,1,1,36,1,3433,277207,1,0,36,91331,36,1580
2,2,2,32,2,3434,277208,1,0,64,91332,8,2388
1,1,1,9,2,3435,277213,1,0,9,91337,9,1
2,2,2,30,2,3436,277218,1,0,60,91344,15,4
1,1,1,60,1,3437,277224,1,0,60,91352,30,1900
2,2,2,50,2,3438,277240,1,0,100,91373,25,12
2.83,2,4,32,2,3439,277248,2,0,90.51,91381,8,352
2.45,2,3,80,2,3440,277249,2,0.17,195.96,91382,16,3563
2.83,2,4,84,2,3441,277260,2,0,237.59,91396,14,6641
1,1,1,50,2,3442,277266,1,0,50,91403,25,4
2.45,2,3,75,2,3443,277267,2,0.17,183.71,91404,15,3
1.41,1,1,24,2,3444,277279,1,0,33.94,91416,24,2
2.45,2,3,80,2,3445,277281,2,0.17,195.96,91418,16,1
1,1,1,70,1,3446,277284,1,0,70,91421,35,930
1,1,1,40,1,3447,277285,1,0,40,91422,40,467
2.83,2,4,60,2,3448,277304,2,0,169.71,91444,10,6
1.41,1,2,60,2,3449,277305,2,0,84.85,91445,20,3
2,2,2,12,2,3450,277309,1,0,24,91450,6,38
1,1,1,9,2,3451,277311,1,0,9,91453,3,2
2.83,2,4,120,1,3452,277313,2,0,339.41,91456,30,2228
2,2,2,12,2,3453,277315,1,0,24,91458,3,1480
1,1,1,44,1,3454,277324,1,0,44,91469,44,441
1,1,1,10,2,3455,277331,1,0,10,91477,10,6
2,2,2,32,2,3456,277345,1,0,64,91496,8,4
1,1,1,30,2,3457,277346,1,0,30,91497,30,820
2,2,2,140,1,3458,277351,1,0,280,91503,70,3544
2,2,2,46,2,3459,277367,1,0,92,91521,23,2030
1.41,1,2,110,1,3460,277374,2,0,155.56,91529,55,805
3.46,2,6,102,2,3461,277388,3,0,353.34,91544,17,1
2,2,2,10,2,3462,277396,1,0,20,91554,5,3689
2.45,2,3,65,2,3463,277403,2,0.17,159.22,91561,13,4262
1.41,1,1,10,2,3464,277404,1,0,14.14,91562,10,323
2.45,2,3,90,1,3465,277419,2,0.17,220.45,91578,45,2
2,1,2,12,2,3466,277430,2,0,24,91590,4,278
2,2,2,12,2,3467,277435,1,0,24,91596,3,817
1,1,1,48,2,3468,277436,1,0,48,91597,24,2
2,2,2,88,2,3469,277440,1,0,176,91601,22,31
1.41,1,1,6,2,3470,277449,1,0,8.49,91610,6,7
2,2,2,14,2,3471,277461,1,0,28,91622,7,10
1.41,1,1,8,2,3472,277474,1,0,11.31,91635,4,14
1,1,1,20,2,3473,277482,1,0,20,91643,10,2028
2,2,2,12,2,3474,277483,1,0,24,91644,3,5273
1.41,1,2,52,2,3475,277485,2,0,73.54,91647,26,953
1,1,1,30,2,3476,277492,1,0,30,91654,15,3742
2.45,2,3,111,2,3477,277495,2,0.17,271.89,91657,37,1
2,2,2,64,2,3478,277505,1,0,128,91668,16,15
1,1,1,6,2,3479,277508,1,0,6,91671,3,126
2.45,2,3,30,2,3480,277517,2,0.17,73.48,91680,6,2
2.83,2,4,120,2,3481,277531,2,0,339.41,91695,15,13
1.41,1,2,64,2,3482,277553,2,0,90.51,91717,32,84
2,2,2,38,2,3483,277574,1,0,76,91738,19,10
1.41,1,1,6,2,3484,277575,1,0,8.49,91739,3,12
2,2,2,24,2,3485,277577,1,0,48,91741,6,176
2,2,2,30,2,3486,277586,1,0,60,91754,10,672
2,2,2,48,2,3487,277587,1,0,96,91755,12,1
2.45,2,3,30,2,3488,277594,2,0.17,73.48,91765,10,13
1,1,1,24,2,3489,277595,1,0,24,91766,12,1175
1,1,1,20,2,3490,277606,1,0,20,91777,10,6
1,1,1,8,2,3491,277614,1,0,8,91787,4,3225
2.45,2,3,60,2,3492,277622,2,0.17,146.97,91797,12,2207
2.45,2,3,124,1,3493,277633,2,0.17,303.74,91810,62,2467
2,2,2,50,2,3494,277642,1,0,100,91819,25,857
2,2,2,6,2,3495,277644,1,0,12,91821,3,530
1,1,1,4,2,3496,277645,1,0,4,91822,4,207
1,1,1,6,2,3497,277650,1,0,6,91827,6,12
2.45,2,3,60,2,3498,277669,2,0.17,146.97,91847,20,2525
1,1,1,19,2,3499,277678,1,0,19,91856,19,955
2.83,2,4,100,2,3500,277681,3,0.25,282.84,91859,25,3
1.73,1,3,78,2,3501,277698,3,0,135.1,91881,26,1444
1,1,1,40,2,3502,277700,1,0,40,91883,20,939
1,1,1,42,2,3503,277701,1,0,42,91884,21,1563
1.41,1,2,304,1,3504,277713,2,0,429.92,91897,152,949
2,2,2,24,2,3505,277782,1,0,48,91981,6,4
1,1,1,5,2,3506,277783,1,0,5,91982,5,10
2,2,2,124,2,3507,277788,1,0,248,91988,31,2632
2,2,2,56,2,3508,277807,1,0,112,92007,28,10
1.41,1,1,6,2,3509,277829,1,0,8.49,92031,3,3
2,2,2,24,2,3510,277844,1,0,48,92046,12,4
2,2,2,102,2,3511,277883,1,0,204,92088,34,2926
2.83,2,4,200,1,3512,277909,2,0,565.69,92118,50,3879
2,2,2,140,2,3513,277910,1,0,280,92119,35,2
2,2,2,52,2,3514,277953,1,0,104,92168,26,1501
1,1,1,20,2,3515,277955,1,0,20,92170,20,2
2,2,2,56,2,3516,277974,1,0,112,92191,14,10
2,2,2,116,2,3517,277985,1,0,232,92203,29,4584
2.83,2,4,78,2,3518,277989,2,0,220.62,92207,13,2126
2,2,2,160,1,3519,278007,1,0,320,92231,40,2682
2,1,2,36,2,3520,278023,2,0,72,92248,12,1173
1,1,1,31,2,3521,278029,1,0,31,92254,31,949
1.41,1,1,12,2,3522,278035,1,0,16.97,92261,6,4
2.83,2,4,80,2,3523,278057,2,0,226.27,92286,20,3
2,2,2,40,2,3524,278079,1,0,80,92309,10,11
1,1,1,30,2,3525,278090,1,0,30,92320,15,694
1,1,1,25,2,3526,278110,1,0,25,92342,25,5
1,1,1,12,2,3527,278129,1,0,12,92365,12,340
1.41,1,2,75,2,3528,278132,2,0,106.07,92368,25,3063
1.41,1,1,5,2,3529,278136,1,0,7.07,92375,5,347
1.41,1,2,22,2,3530,278146,2,0,31.11,92388,11,3
1.41,1,2,24,2,3531,278147,2,0,33.94,92389,6,393
1,1,1,60,2,3532,278220,1,0,60,92469,30,1249
2,2,2,8,2,3533,278225,1,0,16,92474,4,28
1.41,1,1,56,2,3534,278228,1,0,79.2,92478,28,3
1.41,1,2,51,2,3535,278233,2,0,72.12,92484,17,1171
1,1,1,5,1,3536,278234,1,0,5,92485,5,576
2,2,2,156,1,3537,278250,1,0,312,92504,39,1000
3.16,2,5,47,1,3538,278279,4,0.3,148.63,92538,47,3883
1.73,1,3,36,2,3539,278289,3,0,62.35,92550,6,1109
2,2,2,120,2,3540,278296,1,0,240,92557,30,2653
2.45,2,3,36,2,3541,278319,2,0.17,88.18,92581,12,921
2,2,2,12,2,3542,278325,1,0,24,92587,3,2535
1,1,1,6,2,3543,278331,1,0,6,92600,3,865
1.73,1,3,30,2,3544,278351,3,0,51.96,92623,5,450
2,2,2,62,2,3545,278355,1,0,124,92628,31,2220
1.41,1,2,15,2,3546,278385,2,0,21.21,92665,5,4
2,2,2,100,2,3547,278410,1,0,200,92693,25,1986
2,2,2,6,2,3548,278432,1,0,12,92727,3,94
1.73,1,3,16,2,3549,278439,3,0,27.71,92736,4,326
2,2,2,22,2,3550,278442,1,0,44,92739,11,824
2.83,2,4,162,2,3551,278448,2,0,458.21,92747,27,8
1.41,1,2,6,2,3552,278454,2,0,8.49,92753,3,123
2,2,2,16,2,3553,278469,1,0,32,92772,4,3
1,1,1,15,2,3554,278473,1,0,15,92777,15,101
1,1,1,68,1,3555,278493,1,0,68,92797,34,724
1.41,1,1,7,2,3556,278494,1,0,9.9,92798,7,3
2,2,2,30,2,3557,278499,1,0,60,92803,15,9
2,2,2,80,2,3558,278519,1,0,160,92824,20,8
2,2,2,48,2,3559,278528,1,0,96,92834,24,15
2,2,2,16,2,3560,278539,1,0,32,92849,8,2
1,1,1,8,2,3561,278541,1,0,8,92851,4,210
2,2,2,104,2,3562,278559,1,0,208,92875,26,4442
2.83,2,4,52,2,3563,278568,3,0.25,147.08,92886,13,4
2,2,2,64,2,3564,278573,1,0,128,92892,16,1261
2,2,2,60,2,3565,278581,1,0,120,92901,30,3
1.41,1,1,16,2,3566,278585,1,0,22.63,92905,8,334
1.41,1,2,20,2,3567,278592,2,0,28.28,92915,10,5
2,2,2,200,1,3568,278595,1,0,400,92918,100,11344
1.41,1,2,44,2,3569,278605,2,0,62.23,92928,11,2
1,1,1,50,1,3570,278620,1,0,50,92946,50,498
2,2,2,44,2,3571,278628,1,0,88,92954,22,1
1.73,1,3,16,2,3572,278681,3,0,27.71,93013,8,246
1,1,1,20,2,3573,278695,1,0,20,93029,10,577
1,1,1,23,2,3574,278704,1,0,23,93038,23,2
1,1,1,12,2,3575,278737,1,0,12,93076,6,3
1.41,1,2,30,2,3576,278750,2,0,42.43,93090,10,8
1,1,1,120,1,3577,278768,1,0,120,93109,60,963
1,1,1,6,2,3578,278792,1,0,6,93135,3,305
1,1,1,12,2,3579,278810,1,0,12,93155,12,3
2,2,2,48,2,3580,278854,1,0,96,93204,12,9
2,2,2,52,2,3581,278929,1,0,104,93287,13,0
1,1,1,22,2,3582,278934,1,0,22,93292,11,1079
2,2,2,80,2,3583,278974,1,0,160,93338,20,5222
2,2,2,140,2,3584,278976,1,0,280,93340,20,25
1,1,1,80,1,3585,279000,1,0,80,93368,80,1
2,2,2,120,1,3586,279001,1,0,240,93369,30,3211
1,1,1,80,1,3587,279022,1,0,80,93392,40,1
1,1,1,8,2,3588,279026,1,0,8,93397,4,188
1.41,1,2,16,2,3589,279027,2,0,22.63,93398,4,335
1,1,1,46,2,3590,279031,1,0,46,93403,23,843
1,1,1,10,2,3591,279046,1,0,10,93420,10,5
1.41,1,2,28,2,3592,279047,2,0,39.6,93421,7,562
2,2,2,18,2,3593,279079,1,0,36,93459,3,12
1,1,1,3,2,3594,279089,1,0,3,93470,3,4
1,1,1,21,2,3595,279092,1,0,21,93473,21,609
2,2,2,40,2,3596,279101,1,0,80,93482,10,2819
1,1,1,20,2,3597,279104,1,0,20,93485,10,49
2,2,2,219,1,3598,279106,1,0,438,93487,73,2040
1.41,1,1,9,2,3599,279108,1,0,12.73,93489,9,8
2,2,2,84,2,3600,279145,1,0,168,93527,21,2138
2,2,2,40,2,3601,279162,1,0,80,93546,20,4288
1.41,1,1,30,2,3602,279184,1,0,42.43,93575,15,496
2.83,2,4,330,1,3603,279188,3,0.25,933.38,93581,55,2
1,1,1,90,1,3604,279216,1,0,90,93613,45,1
2,2,2,40,2,3605,279220,1,0,80,93619,10,1254
2,2,2,24,2,3606,279228,1,0,48,93628,6,721
2,2,2,46,2,3607,279233,1,0,92,93634,23,2
1,1,1,46,1,3608,279241,1,0,46,93644,46,2
1,1,1,50,2,3609,279270,1,0,50,93675,25,6
1,1,1,64,1,3610,279280,1,0,64,93685,64,417
2,2,2,42,2,3611,279330,1,0,84,93739,21,867
1,1,1,47,1,3612,279343,1,0,47,93753,47,838
3.16,2,5,175,2,3613,279394,3,0.1,553.4,93811,25,585
2,1,2,34,2,3614,279430,2,0,68,93859,17,885
2.45,2,2,20,2,3615,279442,1,0,48.99,93874,5,4
1,1,1,3,1,3616,279445,1,0,3,93877,3,10
2,2,2,48,2,3617,279479,1,0,96,93917,12,1486
1,1,1,30,2,3618,279506,1,0,30,93949,10,1
2,2,2,140,1,3619,279511,1,0,280,93954,35,9741
2,2,2,44,2,3620,279516,1,0,88,93960,11,13
1,1,1,62,1,3621,279523,1,0,62,93969,31,726
2.45,2,3,72,1,3622,279532,2,0.17,176.36,93979,24,74
2,2,2,40,2,3623,279545,1,0,80,93993,20,23
2,2,2,100,2,3624,279572,1,0,200,94022,25,1
2.83,2,4,156,2,3625,279613,2,0,441.24,94066,26,5250
1.41,1,1,14,2,3626,279616,1,0,19.8,94069,7,486
1,1,1,5,2,3627,279623,1,0,5,94077,5,35
1,1,1,50,2,3628,279634,1,0,50,94088,25,696
2,2,2,160,1,3629,279648,1,0,320,94104,40,5998
1.41,1,2,120,1,3630,279657,2,0,169.71,94115,40,380
1,1,1,90,1,3631,279665,1,0,90,94125,45,468
1.73,1,1,6,2,3632,279666,1,0,10.39,94126,6,3
1,1,1,42,2,3633,279671,1,0,42,94131,21,2
2,2,2,48,2,3634,279672,1,0,96,94134,12,2403
2,1,2,36,2,3635,279681,2,0,72,94143,12,1948
2.45,2,3,35,2,3636,279691,2,0.17,85.73,94153,7,860
1.41,1,1,12,2,3637,279705,1,0,16.97,94170,12,2
3.46,2,6,288,2,3638,279734,3,0,997.66,94200,24,2478
1.41,1,1,16,2,3639,279783,1,0,22.63,94260,16,522
1,1,1,18,2,3640,279806,1,0,18,94288,18,56
3.16,2,5,210,2,3641,279815,3,0.1,664.08,94297,30,1
2,2,2,104,2,3642,279822,1,0,208,94309,26,3
1.73,1,3,60,2,3643,279831,3,0,103.92,94322,20,1188
2,2,2,20,2,3644,279832,1,0,40,94323,10,1009
2,1,2,36,2,3645,279847,2,0,72,94340,12,4
3.16,2,5,112,2,3646,279854,3,0.1,354.18,94349,16,4768
1,1,1,26,2,3647,279874,1,0,26,94372,13,2029
1,1,1,72,2,3648,279883,1,0,72,94382,36,4394
1,1,1,25,2,3649,279900,1,0,25,94401,25,4
1.41,1,2,36,2,3650,279910,2,0,50.91,94413,12,874
1,1,1,60,2,3651,279911,1,0,60,94414,30,10
2,1,4,81,2,3652,279915,4,0,162,94418,27,1202
1,1,1,50,2,3653,279920,1,0,50,94423,25,15
2,2,2,60,1,3654,279939,1,0,120,94444,30,1093
1.41,1,2,30,2,3655,279946,2,0,42.43,94451,10,29
1.41,1,1,6,2,3656,279959,1,0,8.49,94464,3,3
2,2,2,20,2,3657,280003,1,0,40,94512,10,661
2,2,2,104,2,3658,280046,1,0,208,94557,26,27
2,2,2,22,2,3659,280094,1,0,44,94605,11,17
1.41,1,2,72,2,3660,280114,2,0,101.82,94627,18,1414
2,2,2,200,1,3661,280142,1,0,400,94657,50,2071
1,1,1,14,2,3662,280146,1,0,14,94661,7,615
1,1,1,156,1,3663,280156,1,0,156,94671,156,1
1,1,1,10,2,3664,280158,1,0,10,94673,10,4
1.41,1,1,9,2,3665,280165,1,0,12.73,94683,9,310
1,1,1,100,1,3666,280166,1,0,100,94684,50,2
3.16,2,5,48,2,3667,280179,3,0.1,151.79,94697,6,2220
2,2,2,200,1,3668,280182,1,0,400,94700,50,4070
2.83,2,4,104,2,3669,280184,2,0,294.16,94702,13,2546
2,1,2,108,2,3670,280200,2,0,216,94727,27,1513
1,1,1,80,1,3671,280203,1,0,80,94730,40,8568
1.41,1,1,26,2,3672,280237,1,0,36.77,94775,13,2
3,3,3,18,2,3673,280260,1,0,54,94808,6,1090
1.41,1,2,21,2,3674,280286,2,0,29.7,94837,7,306
1.41,1,1,6,2,3675,280293,1,0,8.49,94845,3,3
1.41,1,2,15,2,3676,280308,2,0,21.21,94860,5,535
1,1,1,48,2,3677,280348,1,0,48,94906,24,1236
1,1,1,20,2,3678,280394,1,0,20,94960,10,3
1.41,1,1,9,2,3679,280401,1,0,12.73,94967,9,4
1.41,1,1,64,2,3680,280412,1,0,90.51,94978,64,5386
1,1,1,60,2,3681,280426,1,0,60,94997,30,1893
2,2,2,124,2,3682,280435,1,0,248,95006,31,46
2,2,2,10,2,3683,280446,1,0,20,95018,5,2
1,1,1,12,2,3684,280450,1,0,12,95023,6,359
2,2,2,80,2,3685,280482,1,0,160,95060,20,3
1.41,1,1,38,2,3686,280496,1,0,53.74,95077,19,4
1.41,1,2,24,2,3687,280536,2,0,33.94,95119,4,3
2,2,2,16,2,3688,280545,1,0,32,95128,4,3
1.41,1,2,40,2,3689,280546,2,0,56.57,95129,20,15
1,1,1,70,1,3690,280549,1,0,70,95132,35,3
2.45,2,3,70,2,3691,280564,2,0.17,171.46,95150,14,2122
2.45,2,3,140,2,3692,280590,2,0.17,342.93,95178,28,3
1,1,1,50,2,3693,280607,1,0,50,95197,50,4
1.41,1,2,84,1,3694,280637,2,0,118.79,95230,42,2781
2,2,2,24,2,3695,280639,1,0,48,95232,12,2
2,2,2,10,2,3696,280646,1,0,20,95240,5,537
1,1,1,3,2,3697,280654,1,0,3,95250,3,2
1.41,1,1,60,2,3698,280659,1,0,84.85,95255,30,3316
2,2,2,60,2,3699,280669,1,0,120,95268,15,694
2,2,2,12,2,3700,280677,1,0,24,95277,3,11
1.41,1,1,6,2,3701,280706,1,0,8.49,95315,6,125
1,1,1,28,2,3702,280749,1,0,28,95369,14,617
1,1,1,14,2,3703,280757,1,0,14,95380,7,940
1.73,1,3,48,2,3704,280760,3,0,83.14,95383,12,3
1.41,1,2,10,2,3705,280761,2,0,14.14,95384,5,574
2,2,2,160,1,3706,280770,1,0,320,95394,40,1
1,1,1,6,2,3707,280776,1,0,6,95400,6,3
2,2,2,14,2,3708,280779,1,0,28,95403,7,1200
2,2,2,60,2,3709,280793,1,0,120,95418,30,24
1,1,1,50,2,3710,280808,1,0,50,95437,25,831
1,1,1,32,2,3711,280822,1,0,32,95452,16,4
2,2,2,84,2,3712,280827,1,0,168,95457,21,18
2.83,2,4,120,2,3713,280837,3,0.25,339.41,95469,30,2783
2,2,2,200,1,3714,280871,1,0,400,95518,100,1
1,1,1,3,2,3715,280904,1,0,3,95553,3,106
1.41,1,2,100,2,3716,280905,2,0,141.42,95554,25,29
2.83,2,4,48,2,3717,280913,3,0.25,135.76,95563,12,3
2,2,2,28,2,3718,280929,1,0,56,95579,14,6617
2.83,2,4,150,2,3719,280939,2,0,424.26,95589,25,4172
1.41,1,2,40,1,3720,280946,2,0,56.57,95596,40,3779
1,1,1,6,2,3721,280964,1,0,6,95616,3,3
1.41,1,2,30,2,3722,280977,2,0,42.43,95630,15,462
2,2,2,52,2,3723,280984,1,0,104,95638,13,22
1.41,1,2,76,2,3724,281039,2,0,107.48,95698,19,958
1,1,1,24,2,3725,281047,1,0,24,95708,24,28
2,2,2,44,2,3726,281091,1,0,88,95752,22,19
2,2,2,60,2,3727,281097,1,0,120,95759,15,67
1,1,1,34,2,3728,281098,1,0,34,95760,17,2
2,2,2,208,1,3729,281117,1,0,416,95780,52,1219
1,1,1,16,2,3730,281124,1,0,16,95787,8,1783
2,2,2,32,2,3731,281126,1,0,64,95789,8,26
1,1,1,6,2,3732,281148,1,0,6,95812,6,209
2,2,2,78,2,3733,281165,1,0,156,95830,39,2226
1,1,1,20,2,3734,281172,1,0,20,95838,10,15
1,1,1,14,2,3735,281184,1,0,14,95850,7,37
1,1,1,6,2,3736,281243,1,0,6,95922,3,2
2,2,2,6,2,3737,281270,1,0,12,95953,3,3
2.45,1,3,70,2,3738,281271,3,0,171.46,95954,14,1519
1,1,1,40,2,3739,281282,1,0,40,95967,20,831
1.41,1,1,9,2,3740,281293,1,0,12.73,95979,3,312
1,1,1,3,2,3741,281296,1,0,3,95982,3,7
2.45,2,3,252,2,3742,281316,2,0.17,617.27,96004,42,11
1.73,1,3,12,2,3743,281339,3,0,20.78,96028,3,4
2,2,2,230,1,3744,281348,1,0,460,96037,115,2837
3.16,2,5,300,1,3745,281357,4,0.3,948.68,96049,300,11339
2,2,2,68,2,3746,281374,1,0,136,96067,17,3
2,1,2,6,2,3747,281378,2,0,12,96071,2,3
3.46,3,4,88,2,3748,281379,2,0.17,304.84,96072,22,3
2.83,2,4,60,2,3749,281393,2,0,169.71,96086,15,47
2,2,2,20,2,3750,281405,1,0,40,96100,5,8
2.45,2,3,10,2,3751,281444,2,0.17,24.49,96140,10,2
1,1,1,26,2,3752,281459,1,0,26,96155,13,545
2,2,2,20,2,3753,281468,1,0,40,96165,10,34
1,1,1,20,2,3754,281485,1,0,20,96183,10,54
2.83,2,4,44,2,3755,281533,3,0.25,124.45,96237,11,1282
1,1,1,60,2,3756,281546,1,0,60,96250,30,741
1.41,1,1,80,2,3757,281558,1,0,113.14,96263,20,4
1,1,1,112,2,3758,281567,1,0,112,96273,56,2105
2,2,2,64,1,3759,281575,1,0,128,96281,32,1
1.41,1,1,22,2,3760,281578,1,0,31.11,96284,22,3
2,2,2,20,2,3761,281604,1,0,40,96311,10,23
2,2,2,40,2,3762,281611,1,0,80,96318,10,46
2,2,2,48,2,3763,281668,1,0,96,96380,12,26
1,1,1,45,1,3764,281713,1,0,45,96431,45,1811
1,1,1,32,2,3765,281738,1,0,32,96460,16,3
1.41,1,2,100,2,3766,281741,2,0,141.42,96463,25,2485
2,2,2,4,2,3767,281758,1,0,8,96485,1,2
1,1,1,22,2,3768,281782,1,0,22,96514,11,3
2,2,2,162,1,3769,281783,1,0,324,96515,54,865
2.83,2,4,168,2,3770,281795,3,0.25,475.18,96529,28,2
2,2,2,52,2,3771,281805,1,0,104,96539,13,2
2.83,2,4,48,2,3772,281819,2,0,135.76,96561,12,1702
1,1,1,25,2,3773,281825,1,0,25,96568,25,137
1.41,1,2,24,2,3774,281827,2,0,33.94,96570,12,1923
1,1,1,60,2,3775,281838,1,0,60,96583,30,2
2,2,2,62,2,3776,281845,1,0,124,96591,31,840
2.83,2,4,144,2,3777,281861,2,0,407.29,96609,24,13
1,1,1,13,2,3778,281913,1,0,13,96669,13,26
2,2,2,40,2,3779,281937,1,0,80,96698,10,32
1,1,1,28,2,3780,281939,1,0,28,96700,14,3
2.45,2,3,33,2,3781,281949,2,0.17,80.83,96711,11,1178
3.46,2,6,84,2,3782,281969,3,0,290.99,96734,12,3
2,1,2,34,2,3783,281980,2,0,68,96745,17,9
1.41,1,2,15,2,3784,281990,2,0,21.21,96757,5,14
1.41,1,1,14,2,3785,281999,1,0,19.8,96766,14,2
1,1,1,30,2,3786,282007,1,0,30,96774,30,3
1,1,1,13,2,3787,282037,1,0,13,96807,13,726
2,2,2,120,2,3788,282058,1,0,240,96832,30,1908
1.73,1,3,112,2,3789,282063,3,0,193.99,96837,28,3
1,1,1,60,2,3790,282064,1,0,60,96838,30,146
2,2,2,4,2,3791,282088,1,0,8,96866,1,3
3.46,2,6,144,2,3792,282091,3,0,498.83,96869,24,4
2,2,2,24,2,3793,282104,1,0,48,96887,6,21
2,1,2,45,2,3794,282105,2,0,90,96888,15,3
1.73,1,3,136,2,3795,282107,3,0,235.56,96891,34,2
1,1,1,24,2,3796,282119,1,0,24,96904,12,3
2,2,2,104,1,3797,282127,1,0,208,96914,52,1702
1,1,1,28,2,3798,282137,1,0,28,96925,14,2
1.41,1,2,16,2,3799,282149,2,0,22.63,96942,4,758
2,2,2,36,2,3800,282153,1,0,72,96946,12,25
