tab_score_reg,dopasPerTab,totInksPerTab,tot_imps_per_tab,stationTypeId,idx,oID,maxInksPerTab,gini,tab_score_weighted,tabID,qtyPerTab,runTime
1,1,1,24,2,216,263921,1,0,24,76231,12,558
1.41,1,2,81,2,217,263930,2,0,114.55,76242,27,2220
1,1,1,94,2,218,263931,1,0,94,76244,47,4305
2,2,2,12,2,219,263932,1,0,24,76245,3,324
1,1,1,200,1,220,263941,1,0,200,76255,100,1293
1.41,1,2,87,2,221,263951,2,0,123.04,76266,29,2119
2,2,2,120,2,222,263952,1,0,240,76267,30,5178
2,1,4,100,2,223,263956,4,0,200,76271,20,1703
2.83,2,4,288,2,224,263957,2,0,814.59,76272,36,6229
2.83,2,4,120,2,225,263963,2,0,339.41,76279,30,3710
2.45,2,3,144,2,226,263964,2,0.17,352.73,76280,48,793
2,2,2,16,2,227,263967,1,0,32,76284,8,733
2,2,2,56,2,228,263968,1,0,112,76285,14,1578
1,1,1,10,2,229,263969,1,0,10,76286,10,624
2,2,2,28,2,230,263974,1,0,56,76291,14,1466
2.45,2,3,150,2,231,263975,2,0.17,367.42,76292,50,8751
2,2,2,200,2,232,263977,1,0,400,76294,100,1590
2,2,2,820,1,233,263983,1,0,1640,76300,205,8191
2,2,2,92,2,234,263984,1,0,184,76301,23,2559
2,2,2,60,2,235,263985,1,0,120,76302,30,2230
1.41,1,1,18,2,236,263990,1,0,25.46,76308,6,836
1,1,1,16,2,237,263994,1,0,16,76312,16,1097
2,1,2,24,2,238,264000,2,0,48,76318,12,532
2,2,2,24,2,239,264002,1,0,48,76320,12,809
2.45,2,3,30,2,240,264006,2,0.17,73.48,76324,5,1511
1,1,1,66,2,241,264007,1,0,66,76325,33,4105
1,1,1,12,2,242,264010,1,0,12,76328,6,525
2,2,2,56,2,243,264013,1,0,112,76331,14,3010
1,1,1,70,2,244,264018,1,0,70,76336,35,2074
2,2,2,128,2,245,264032,1,0,256,76357,32,3393
2.45,2,3,150,1,246,264038,2,0.17,367.42,76363,75,5577
1,1,1,24,2,247,264045,1,0,24,76371,12,875
1,1,1,30,2,248,264050,1,0,30,76383,15,961
2.45,2,3,108,2,249,264053,2,0.17,264.55,76392,18,7283
1,1,1,45,2,250,264055,1,0,45,76397,15,2409
1,1,1,12,2,251,264060,1,0,12,76404,6,472
1,1,1,164,2,252,264061,1,0,164,76405,82,28
2,2,2,8,2,253,264068,1,0,16,76416,4,717
1,1,1,6,2,254,264071,1,0,6,76419,3,145
1,1,1,60,2,255,264074,1,0,60,76423,30,1204
1,1,1,8,2,256,264078,1,0,8,76427,8,2
1.73,1,3,124,2,257,264083,3,0,214.77,76437,31,2215
1,1,1,54,2,258,264090,1,0,54,76446,27,2
2.45,2,3,110,2,259,264091,2,0.17,269.44,76447,22,6681
1.41,1,2,30,2,260,264092,2,0,42.43,76448,10,1772
2,2,2,38,2,261,264105,1,0,76,76462,19,2211
1,1,1,10,2,262,264106,1,0,10,76463,5,222
2,2,2,42,2,263,264108,1,0,84,76465,7,2119
1.41,1,2,12,2,264,264111,2,0,16.97,76468,6,112
2,2,2,16,2,265,264116,1,0,32,76473,4,1106
1,1,1,12,2,266,264124,1,0,12,76481,6,596
2,2,2,24,2,267,264128,1,0,48,76486,12,1023
1,1,1,24,2,268,264134,1,0,24,76492,12,436
2,2,2,12,2,269,264135,1,0,24,76493,3,1379
1,1,1,18,2,270,264141,1,0,18,76499,9,463
1,1,1,3,2,271,264142,1,0,3,76500,3,176
2,2,2,14,2,272,264143,1,0,28,76501,7,2043
1,1,1,40,2,273,264146,1,0,40,76504,20,2152
1.73,1,3,24,2,274,264147,3,0,41.57,76505,8,580
1.41,1,2,18,2,275,264148,2,0,25.46,76506,9,408
1,1,1,8,2,276,264155,1,0,8,76513,4,402
1,1,1,20,2,277,264156,1,0,20,76514,20,376
2.45,2,3,9,2,278,264158,2,0.17,22.05,76516,3,498
1.41,1,2,40,2,279,264160,2,0,56.57,76518,20,914
2,2,2,120,2,280,264165,1,0,240,76526,30,4383
1,1,1,8,2,281,264166,1,0,8,76527,4,210
1,1,1,15,2,282,264167,1,0,15,76528,15,1322
2.45,1,3,6,2,283,264169,3,0,14.7,76530,3,320
2,2,2,40,2,284,264170,1,0,80,76532,10,1799
1,1,1,36,2,285,264174,1,0,36,76536,18,1839
1,1,1,3,2,286,264175,1,0,3,76537,3,178
2,2,2,40,2,287,264176,1,0,80,76538,10,2
4.9,4,6,250,2,288,264183,2,0.17,1224.74,76545,25,9851
1.41,1,1,19,2,289,264191,1,0,26.87,76553,19,643
1.41,1,1,5,2,290,264192,1,0,7.07,76554,5,14
