,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
4850,276962,91059,147834,1308,1,12,24,53818,1,1,1,24,1,24,2,1,Manual,Manual,2,0
4851,276954,91046,147807,1,1,24,24,242848,1,3,2,24,2.44949,58.7878,2,1,Manual,Manual,2.449491667,0
4854,276941,91030,147775,572,1,13,13,53821,1,2,1,13,1.41421,18.3848,2,1,Manual,Manual,1.414215385,0
4855,276940,91029,147774,6360,1,40,40,180470,1,1,1,40,1,40,2,1,Manual,Manual,1,0
4858,276933,91017,147753,276,1,7,14,53821,2,1,2,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
4861,276912,90994,147712,345,1,9,18,179624,1,2,1,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
4864,276899,90979,147688,999,1,4,4,381091,1,1,1,4,1,4,2,1,Manual,Manual,1,0
4865,276894,90974,147679,5,1,17,34,50866,1,1,1,34,1,34,2,1,Manual,Manual,2,0
4868,276886,90966,147668,663,1,5,10,191061,1,1,1,10,1,10,2,1,Manual,Manual,2,0
4873,276880,90960,147657,568,1,8,32,179624,4,2,4,32,2.82843,90.5097,2,1,Manual,Manual,11.3137125,0
4874,276878,90958,147654,366,1,17,17,50866,1,1,1,17,1,17,2,1,Manual,Manual,1,0
4875,276871,90951,147645,385,1,12,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,1,0
4878,276868,90948,147640,2730,1,11,11,53818,1,1,1,11,1,11,2,1,Manual,Manual,1,0
4879,276866,90946,147637,6729,1,25,100,299568,4,1,4,100,2,200,2,1,Manual,Manual,8,0
4880,276863,90943,147633,10,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
4881,276861,90941,147629,4,1,8,8,53821,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,1.4142125,0
4896,276841,90919,147590,1281,1,3,9,179624,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
4897,276827,90905,147568,539,1,15,30,191061,1,1,1,30,1,30,2,1,Manual,Manual,2,0
4898,276822,90900,147559,3,1,2,4,191063,1,1,1,4,1,4,2,1,Manual,Manual,2,0
4907,276801,90879,147525,1,1,8,24,50866,2,2,2,24,2,48,2,1,Manual,Manual,6,0
4918,276766,90838,147440,2,1,8,8,53802,1,1,1,8,1,8,2,1,Manual,Manual,1,0
4919,276761,90833,147435,1413,1,11,22,191063,2,1,2,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
4920,276756,90826,147423,78,1,4,4,53821,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
4927,276735,90804,147385,3436,1,30,60,53823,2,1,2,60,1.41421,84.8528,1,0,Automatic,Manual,2.828426667,0
4928,276719,90787,147360,2759,1,36,144,191063,4,1,4,144,2,288,2,1,Manual,Manual,8,0
4929,276711,90779,147349,40,1,14,42,53821,2,2,2,42,2,84,2,1,Manual,Manual,6,0
4930,276703,90768,147329,311,1,4,8,191061,1,1,1,8,1,8,2,1,Manual,Manual,2,0
4931,276693,90757,147312,11,1,35,35,53818,1,1,1,35,1,35,2,1,Manual,Manual,1,0
4932,276683,90746,147293,1004,1,18,54,179624,1,1,1,54,1,54,2,1,Manual,Manual,3,0
4937,276673,90736,147275,620,1,9,9,53802,1,2,1,9,1.41421,12.7279,2,1,Manual,Manual,1.414211111,0
4942,276660,90723,147254,1458,1,19,38,53818,1,1,1,38,1,38,2,1,Manual,Manual,2,0
4943,276659,90722,147253,479,1,10,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,1,0
4944,276655,90718,147249,351,1,40,80,53823,2,1,2,80,1.41421,113.137,1,1,Automatic,Automatic,2.828425,0
4945,276653,90716,147246,7,1,17,85,299564,3,2,3,85,2.44949,208.207,2,1,Manual,Manual,12.24747059,0
4956,276630,90691,147203,2,1,8,8,53818,1,1,1,8,1,8,2,1,Manual,Manual,1,0
4959,276620,90679,147180,514,1,7,21,191061,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
4960,276616,90675,147175,6,1,40,40,53818,1,2,1,40,1.41421,56.5685,2,1,Manual,Manual,1.4142125,0
4961,276608,90667,147163,516,1,11,22,53821,1,1,1,22,1,22,2,1,Manual,Manual,2,0
4965,276600,90659,147149,3712,1,3,6,242848,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
4968,276594,90653,147139,432,1,15,30,179624,1,1,1,30,1,30,2,1,Manual,Manual,2,0
4973,276579,90634,147107,1297,1,30,30,404135,1,1,1,30,1,30,2,1,Manual,Manual,1,0
4976,276573,90628,147096,4,1,21,42,299564,1,1,1,42,1,42,2,1,Manual,Manual,2,0
4977,276556,90607,147064,6873,1,24,168,191063,6,1,6,168,2.44949,411.514,2,1,Manual,Manual,17.14641667,0
4978,276545,90590,147038,1424,1,38,76,242885,1,1,1,76,1,76,1,0,Automatic,Manual,2,0
4981,276526,90569,147007,1125,1,5,5,53818,1,1,1,5,1,5,2,1,Manual,Manual,1,0
4984,276524,90567,147004,10,1,5,15,53821,1,1,1,15,1,15,2,1,Manual,Manual,3,0
4985,276516,90559,146991,3,1,3,9,53821,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
4990,276502,90543,146968,3991,1,40,80,242848,1,1,1,80,1,80,2,1,Manual,Manual,2,0
4993,276491,90532,146955,741,1,15,15,299568,2,1,2,15,1.41421,21.2132,2,1,Manual,Manual,1.414213333,0
4998,276484,90524,146940,339,1,6,12,179624,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
5003,276436,90467,146853,1,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5008,276416,90446,146817,1,1,3,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5015,276387,90410,146759,6,1,10,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,1,0
5016,276382,90404,146751,1917,1,21,42,191063,1,1,1,42,1,42,2,1,Manual,Manual,2,0
5017,276369,90390,146728,5022,1,25,150,190801,4,1,4,150,2,300,2,1,Manual,Manual,12,0
5022,276362,90381,146712,3518,1,25,75,179624,2,1,2,75,1.41421,106.066,2,1,Manual,Manual,4.24264,0
5023,276361,90380,146711,1,1,20,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,2,0
5026,276351,90370,146696,3913,1,18,18,180470,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5031,276336,90355,146672,3,1,7,14,299564,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5032,276327,90346,146657,3,1,7,14,299564,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5035,276321,90340,146647,3,1,8,16,299564,1,1,1,16,1,16,2,1,Manual,Manual,2,0
5038,276312,90331,146634,656,1,5,15,299568,2,1,2,15,1.41421,21.2132,2,1,Manual,Manual,4.24264,0
5039,276311,90329,146632,374,1,6,12,404135,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5040,276304,90322,146620,1019,1,24,24,404135,1,1,1,24,1,24,2,1,Manual,Manual,1,0
5047,276295,90313,146606,1038,1,6,12,53818,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5050,276289,90306,146594,1,1,30,60,242885,1,1,1,60,1,60,1,0,Automatic,Manual,2,0
5059,276269,90285,146559,2127,1,16,32,191063,2,1,2,32,1.41421,45.2548,2,1,Manual,Manual,2.828425,0
5060,276268,90284,146558,2,1,7,21,53818,1,1,1,21,1,21,2,1,Manual,Manual,3,0
5067,276257,90270,146535,1,1,28,112,180470,3,1,3,112,1.73205,193.99,2,1,Manual,Manual,6.928214286,0
5068,276255,90267,146532,572,1,11,22,53818,1,1,1,22,1,22,2,1,Manual,Manual,2,0
5069,276254,90266,146531,3,1,25,50,53802,1,1,1,50,1,50,2,1,Manual,Manual,2,0
5070,276244,90253,146509,2,1,6,12,53818,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5075,276237,90245,146496,3,1,11,22,53818,1,1,1,22,1,22,2,1,Manual,Manual,2,0
5076,276212,90218,146452,289,1,8,8,179624,1,1,1,8,1,8,2,1,Manual,Manual,1,0
5077,276208,90214,146447,633,1,15,15,299568,1,1,1,15,1,15,2,1,Manual,Manual,1,0
5078,276201,90207,146435,1274,1,3,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5079,276195,90195,146420,648,1,30,60,242885,1,1,1,60,1,60,1,0,Automatic,Manual,2,0
5080,276193,90193,146416,116,1,6,12,179624,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
5083,276172,90166,146368,2927,1,12,36,191063,3,1,3,36,1.73205,62.3538,2,1,Manual,Manual,5.19615,0
5086,276165,90159,146356,2,1,3,3,53818,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5089,276160,90154,146347,1274,1,25,50,53818,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
5090,276159,90153,146346,83,1,3,3,404135,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5091,276158,90152,146345,1620,1,150,300,242885,1,1,1,300,1,300,1,1,Automatic,Automatic,2,0
5098,276143,90134,146318,1168,1,25,75,299564,2,1,2,75,1.41421,106.066,2,1,Manual,Manual,4.24264,0
5103,276131,90121,146296,275,1,100,100,242848,1,1,1,100,1,100,2,0,Manual,Automatic,1,0
5108,276125,90114,146284,2248,1,25,50,53821,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
5113,276112,90094,146251,374,1,25,25,242848,1,1,1,25,1,25,2,1,Manual,Manual,1,0
5114,276109,90091,146246,382,1,21,21,179624,1,1,1,21,1,21,2,1,Manual,Manual,1,0
5121,276096,90077,146221,1,1,11,44,190801,3,1,3,44,1.73205,76.2102,2,1,Manual,Manual,6.9282,0
5122,276092,90073,146216,51677,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5127,276066,90035,146162,341,1,10,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,1,0
5130,276057,90019,146135,739,1,54,54,53823,2,1,2,54,1.41421,76.3675,1,1,Automatic,Automatic,1.414212963,0
5133,276049,90009,146119,711,1,11,33,191061,2,1,2,33,1.41421,46.669,2,1,Manual,Manual,4.242636364,0
5136,276045,90005,146113,3153,1,27,108,179624,2,1,2,108,1.41421,152.735,2,1,Manual,Manual,5.656851852,0
5141,276023,89975,146062,967,1,100,100,242885,1,1,1,100,1,100,1,0,Automatic,Manual,1,0
5142,276021,89973,146060,972,1,18,36,299568,1,1,1,36,1,36,2,1,Manual,Manual,2,0
5143,276020,89972,146059,6485,1,29,29,53818,1,1,1,29,1,29,2,1,Manual,Manual,1,0
5144,276017,89969,146055,466,1,10,10,53818,1,1,1,10,1,10,2,1,Manual,Manual,1,0
5145,275999,89946,146018,607,1,18,36,299568,1,1,1,36,1,36,2,1,Manual,Manual,2,0
5150,275983,89930,145992,1204,1,3,6,53818,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5157,275964,89910,145958,342,1,10,10,299568,1,1,1,10,1,10,2,1,Manual,Manual,1,0
5158,275959,89905,145951,768,1,31,62,242885,1,1,1,62,1,62,1,0,Automatic,Manual,2,0
5161,275948,89894,145933,1352,1,3,3,53821,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5172,275915,89858,145881,1940,1,13,39,50866,3,2,3,39,2.44949,95.5301,2,1,Manual,Manual,7.348469231,0
5177,275909,89852,145872,2,1,30,30,53818,1,1,1,30,1,30,2,1,Manual,Manual,1,0
5178,275896,89839,145852,617,1,26,26,50866,1,1,1,26,1,26,2,1,Manual,Manual,1,0
5181,275863,89799,145793,1431,1,24,48,53821,1,1,1,48,1,48,2,1,Manual,Manual,2,0
5184,275858,89793,145785,3632,1,161,161,53813,2,1,2,161,1.41421,227.688,1,1,Automatic,Automatic,1.41421118,0
5185,275851,89784,145767,1277,1,30,60,242885,1,1,1,60,1,60,1,0,Automatic,Manual,2,0
5186,275850,89783,145766,7037,1,28,84,191063,2,1,2,84,1.41421,118.794,2,1,Manual,Manual,4.242642857,0
5195,275821,89751,145707,2549,1,31,31,242885,1,1,1,31,1,31,1,0,Automatic,Manual,1,0
5204,275805,89733,145677,4585,1,29,58,299564,1,2,1,58,1.41421,82.0244,2,1,Manual,Manual,2.828427586,0
5212,275772,89697,145619,1042,1,20,40,50866,1,2,1,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
5213,275758,89680,145596,2418,1,24,72,190801,3,1,3,72,1.73205,124.708,2,1,Manual,Manual,5.196166667,0
5218,275745,89666,145572,1,1,25,50,180470,1,1,1,50,1,50,2,1,Manual,Manual,2,0
5219,275738,89658,145562,1737,1,12,24,53802,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5220,275732,89650,145547,1737,1,51,51,53823,1,1,1,51,1,51,1,0,Automatic,Manual,1,0
5229,275696,89610,145480,1265,1,27,54,53821,1,1,1,54,1,54,2,1,Manual,Manual,2,0
5230,275694,89608,145477,1633,1,3,9,53802,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
5235,275683,89594,145453,2,1,8,16,191063,1,1,1,16,1,16,2,1,Manual,Manual,2,0
5242,275676,89587,145440,866,1,12,24,412145,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5243,275663,89572,145415,106,1,3,3,0,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5244,275653,89562,145400,2,1,2,2,190801,1,1,1,2,1,2,2,1,Manual,Manual,1,0
5247,275643,89552,145382,774,1,13,26,53818,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5248,275633,89540,145363,1055,1,12,24,50866,1,1,1,24,1,24,2,1,Manual,Manual,2,0
5249,275625,89530,145345,2355,1,27,54,190801,1,1,1,54,1,54,2,1,Manual,Manual,2,0
5252,275604,89506,145307,1,1,13,13,242848,1,1,1,13,1,13,2,1,Manual,Manual,1,0
5255,275601,89503,145302,1,1,29,58,53818,1,2,1,58,1.41421,82.0244,2,1,Manual,Manual,2.828427586,0
5256,275581,89480,145264,425,1,12,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5257,275580,89479,145263,4379,1,55,55,53818,1,2,1,55,1.41421,77.7817,2,1,Manual,Manual,1.414212727,0
5258,275577,89476,145258,415,1,8,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,2,0
5259,275575,89474,145255,4278,1,20,20,53818,1,1,1,20,1,20,2,1,Manual,Manual,1,0
5266,275536,89435,145189,2406,1,3,6,53818,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5267,275532,89426,145173,9,1,16,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,1,0
5268,275531,89425,145172,1670,1,3,9,191063,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
5271,275519,89412,145151,1408,1,57,114,53813,1,2,1,114,1.41421,161.22,1,0,Automatic,Manual,2.828421053,0
5274,275500,89393,145120,3,1,25,25,299564,1,1,1,25,1,25,2,1,Manual,Manual,1,0
5287,275467,89360,145065,300,1,5,5,53821,1,1,1,5,1,5,2,1,Manual,Manual,1,0
5288,275464,89357,145060,232,1,4,4,50866,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
5289,275451,89342,145037,1,1,13,13,53802,1,2,1,13,1.41421,18.3848,2,1,Manual,Manual,1.414215385,0
5292,275425,89309,144982,183,1,6,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5298,275410,89293,144956,11773,1,54,54,53818,1,1,1,54,1,54,2,1,Manual,Manual,1,0
5303,275374,89254,144888,1269,1,50,50,242885,2,1,2,50,1.41421,70.7107,1,1,Automatic,Automatic,1.414214,0
5310,275317,89188,144782,109,1,6,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5311,275302,89172,144756,156,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5314,275290,89157,144736,2,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5315,275285,89152,144727,8,1,3,9,53821,2,2,2,9,2,18,2,1,Manual,Manual,6,0
5318,275269,89135,144700,2,1,3,6,53802,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
5331,275241,89106,144648,1,1,6,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5332,275240,89105,144647,8,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5333,275230,89093,144628,946,1,9,18,191061,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
5334,275228,89091,144626,10,1,12,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5335,275219,89081,144611,3518,1,10,30,53818,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,4.24264,0
5336,275202,89061,144580,11,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5337,275185,89044,144556,647,1,18,18,404135,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5342,275172,89031,144537,258,1,6,12,299568,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5343,275168,89027,144532,1,1,5,10,53818,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5344,275167,89026,144530,358,1,9,18,50866,2,2,2,18,2,36,2,1,Manual,Manual,4,0
5347,275152,89011,144504,2,1,20,40,180470,2,2,2,40,2,80,2,1,Manual,Manual,4,0
5348,275149,89008,144499,3441,1,37,148,191063,2,1,2,148,1.41421,209.304,2,1,Manual,Manual,5.656864865,0
5349,275146,89005,144495,1336,1,36,36,242885,1,1,1,36,1,36,1,0,Automatic,Manual,1,0
5354,275115,88973,144441,2,1,7,7,53821,1,1,1,7,1,7,2,1,Manual,Manual,1,0
5355,275113,88971,144437,4,1,19,19,53821,1,2,1,19,1.41421,26.8701,2,1,Manual,Manual,1.414215789,0
5360,275084,88937,144386,2,1,11,11,191061,1,1,1,11,1,11,2,1,Manual,Manual,1,0
5365,275047,88898,144319,1784,1,25,50,299568,1,2,1,100,1.41421,141.421,2,1,Manual,Manual,5.65684,0
5366,275045,88895,144316,5170,1,29,87,299568,3,1,3,87,1.73205,150.688,2,1,Manual,Manual,5.196137931,0
5367,275041,88890,144308,117,1,4,8,299568,1,1,1,8,1,8,2,1,Manual,Manual,2,0
5370,275012,88857,144250,508,1,16,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,1,0
5373,274998,88840,144224,1014,1,34,68,242885,1,1,1,68,1,68,1,0,Automatic,Manual,2,0
5378,274980,88821,144196,1,1,2,4,53802,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,2.828425,0
5379,274960,88800,144157,571,1,29,58,242885,1,1,1,58,1,58,1,0,Automatic,Manual,2,0
5380,274947,88787,144139,2,1,18,54,53802,2,1,2,54,1.41421,76.3675,2,1,Manual,Manual,4.242638889,0
5381,274940,88780,144127,843,1,7,14,299568,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5382,274934,88774,144119,1,1,15,30,0,1,1,1,30,1,30,2,1,Manual,Manual,2,0
5383,274913,88751,144082,754,1,35,35,242885,1,1,1,35,1,35,1,0,Automatic,Manual,1,0
5384,274906,88743,144069,5,1,7,7,53821,1,2,1,7,1.41421,9.8995,2,1,Manual,Manual,1.414214286,0
5391,274882,88713,144020,2011,1,35,35,242885,1,1,1,35,1,35,1,0,Automatic,Manual,1,0
5392,274862,88685,143974,1,1,5,10,0,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5393,274841,88662,143935,2,1,12,36,299564,2,2,2,36,2,72,2,1,Manual,Manual,6,0
5394,274816,88632,143884,2,1,12,12,299564,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5395,274800,88615,143862,474,1,12,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5400,274759,88572,143799,0,1,5,20,53802,2,2,2,20,2,40,2,1,Manual,Manual,8,0
5401,274757,88570,143796,539,1,15,30,179624,1,1,1,30,1,30,2,1,Manual,Manual,2,0
5402,274756,88569,143795,10,1,5,10,53821,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,2.82842,0
5403,274753,88566,143789,360,1,3,6,191061,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
5416,274649,88445,143594,671,1,24,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,1,0
5417,274648,88444,143592,12,1,4,8,53821,1,3,1,8,1.73205,13.8564,2,1,Manual,Manual,3.4641,0
5422,274603,88386,143502,4208,1,13,26,242885,1,1,1,26,1,26,2,1,Manual,Manual,2,0
5423,274584,88366,143472,14,1,25,25,0,1,2,1,25,1.41421,35.3553,2,1,Manual,Manual,1.414212,0
5424,274578,88360,143464,958,1,12,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,2,0
5427,274570,88346,143444,2,1,4,4,53802,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
5428,274551,88325,143411,209,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5433,274531,88303,143377,1861,1,20,40,191063,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
5440,274506,88276,143332,11,1,9,9,53821,1,1,1,9,1,9,2,1,Manual,Manual,1,0
5441,274501,88270,143321,2352,1,250,500,53823,1,1,1,500,1,500,1,1,Automatic,Automatic,2,0
5442,274490,88256,143302,336,1,14,28,179624,1,1,1,28,1,28,2,1,Manual,Manual,2,0
5443,274480,88242,143281,1,1,3,6,53802,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5444,274459,88215,143236,289,1,3,3,242885,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5445,274443,88199,143212,640,1,16,32,53821,2,1,2,32,1.41421,45.2548,2,1,Manual,Manual,2.828425,0
5446,274439,88195,143207,713,1,70,70,242885,1,1,1,70,1,70,1,0,Automatic,Manual,1,0
5447,274438,88194,143206,262,1,6,6,191061,1,1,1,6,1,6,2,1,Manual,Manual,1,0
5448,274433,88189,143198,2,1,20,40,53802,1,2,1,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
5451,274429,88185,143191,944,1,3,9,50866,3,1,3,9,1.73205,15.5885,2,1,Manual,Manual,5.196166667,0
5452,274422,88177,143177,2,1,14,42,0,2,1,2,42,1.41421,59.397,2,1,Manual,Manual,4.242642857,0
5453,274415,88169,143165,223,1,3,6,242885,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5454,274413,88167,143161,874,1,3,6,50866,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
5461,274368,88094,143034,11,1,5,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,2,0
5464,274353,88078,143004,611,1,18,18,53821,1,1,1,18,1,18,2,1,Manual,Manual,1,0
5465,274347,88072,142995,1071,1,20,40,53821,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
5466,274330,88051,142963,7,1,11,22,299564,2,1,2,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
5471,274294,88012,142899,0,1,12,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,1,0
5472,274290,88008,142894,880,1,17,34,299568,1,1,1,34,1,34,2,1,Manual,Manual,2,0
5475,274250,87963,142830,330,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5476,274248,87961,142825,1112,1,15,30,299568,1,4,1,60,2,120,2,1,Manual,Manual,8,0
5477,274236,87948,142805,4003,1,50,50,190812,1,1,1,50,1,50,1,0,Automatic,Manual,1,0
5480,274225,87935,142786,2,1,12,24,53802,1,1,1,24,1,24,2,1,Manual,Manual,2,0
5485,274188,87896,142724,1,1,6,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,1.414213333,0
5486,274187,87895,142723,488,1,7,14,299564,1,1,1,14,1,14,2,1,Manual,Manual,2,0
5487,274178,87881,142699,163,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5488,274168,87869,142681,1094,1,36,72,50866,1,1,1,72,1,72,2,1,Manual,Manual,2,0
5489,274165,87863,142674,1889,1,23,46,299568,1,2,1,46,1.41421,65.0538,2,1,Manual,Manual,2.828426087,0
5490,274161,87859,142670,821,1,3,6,190801,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5493,274143,87840,142640,1311,1,24,24,242885,2,1,2,24,1.41421,33.9411,1,0,Automatic,Manual,1.4142125,0
5494,274140,87837,142636,584,1,36,36,242885,1,1,1,36,1,36,1,0,Automatic,Manual,1,0
5495,274134,87830,142626,476,1,16,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,1,0
5496,274131,87827,142620,1,1,3,6,53802,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
5497,274107,87794,142574,2450,1,25,100,179624,3,2,3,100,2.44949,244.949,2,1,Manual,Manual,9.79796,0
5500,274082,87768,142533,1,1,11,22,53802,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
5501,274080,87766,142530,4,1,18,36,53821,2,1,2,36,1.41421,50.9117,2,1,Manual,Manual,2.828427778,0
5502,274065,87751,142509,630,1,12,24,179624,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5505,274060,87745,142497,1,1,3,6,0,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5517,274005,87687,142398,3381,1,125,250,242885,1,1,1,250,1,250,1,1,Automatic,Automatic,2,0
5518,273991,87669,142369,552,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5521,273971,87644,142328,1050,1,8,8,299568,1,1,1,8,1,8,2,1,Manual,Manual,1,0
5522,273959,87631,142309,2,1,17,34,53802,2,1,2,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
5523,273955,87627,142302,1,1,19,38,53802,1,2,1,76,1.41421,107.48,2,1,Manual,Manual,5.656842105,0
5526,273938,87609,142269,1,1,3,3,53802,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
5531,273878,87546,142165,820,1,30,60,191063,1,1,1,60,1,60,2,1,Manual,Manual,2,0
5532,273873,87541,142155,506,1,12,24,53821,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
5533,273869,87537,142149,1,1,3,3,53821,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5536,273835,87502,142089,924,1,23,46,53802,1,1,1,46,1,46,2,1,Manual,Manual,2,0
5539,273828,87495,142078,299,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5540,273823,87489,142071,1493,1,29,58,299568,1,1,1,58,1,58,2,1,Manual,Manual,2,0
5543,273817,87483,142062,777,1,14,14,242885,1,1,1,14,1,14,2,1,Manual,Manual,1,0
5544,273809,87474,142048,1,1,10,20,53818,1,1,1,20,1,20,2,1,Manual,Manual,2,0
5545,273806,87471,142042,1242,1,3,6,242885,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
5546,273803,87468,142037,4793,1,78,156,50285,1,1,1,156,1,156,1,1,Automatic,Automatic,2,0
5547,273800,87465,142032,444,1,6,12,242885,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
5548,273792,87457,142020,377,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
5549,273777,87442,141999,1,1,3,3,53802,1,1,1,3,1,3,2,1,Manual,Manual,1,0
5550,273770,87435,142550,331,1,12,12,242885,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,1.414216667,0
5557,273741,87404,141935,1706,1,6,12,191061,1,1,1,12,1,12,2,1,Manual,Manual,2,0
5558,273735,87398,141927,2001,1,120,240,50883,2,1,2,240,1.41421,339.411,1,1,Automatic,Automatic,2.828425,0
