,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
8830,265792,78418,127648,82739,1,36,108,299567,2,1,2,108,1.41421,152.735,2,1,Manual,Manual,4.242638889,0
8833,265790,78416,127644,1578,1,25,75,50866,2,1,2,75,1.41421,106.066,2,1,Manual,Manual,4.24264,0
8838,265787,78413,127639,1201,1,18,36,190801,1,1,1,36,1,36,2,1,Manual,Manual,2,0
8839,265783,78409,127633,1265,1,30,60,50883,2,1,2,60,1.41421,84.8528,1,0,Automatic,Manual,2.828426667,0
8840,265779,78404,127624,603,1,4,8,53821,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8841,265778,78403,127623,82162,1,15,30,299567,1,1,1,30,1,30,2,1,Manual,Manual,2,0
8842,265776,78400,127620,433,1,37,37,53802,1,1,1,37,1,37,2,1,Manual,Manual,1,0
8843,265770,78394,127611,921,1,49,49,242885,1,1,1,49,1,49,1,0,Automatic,Manual,1,0
8848,265764,78386,127599,2135,1,25,100,50866,2,1,2,100,1.41421,141.421,2,1,Manual,Manual,5.65684,0
8849,265761,78383,127596,1779,1,98,98,242885,1,1,1,98,1,98,1,0,Automatic,Manual,1,0
8862,265750,78371,127574,1746,1,8,16,299568,1,1,1,16,1,16,2,1,Manual,Manual,2,0
8871,265730,78345,127530,268,1,5,5,53821,1,1,1,5,1,5,2,1,Manual,Manual,1,0
8878,265714,78329,127505,3824,1,35,105,299565,3,1,3,105,1.73205,181.865,2,1,Manual,Manual,5.196142857,0
8879,265713,78328,127504,1090,1,11,11,50866,1,1,1,11,1,11,2,1,Manual,Manual,1,0
8880,265707,78322,127496,8,1,3,3,50866,1,1,1,3,1,3,2,1,Manual,Manual,1,0
8883,265698,78310,127479,4633,1,39,39,190812,3,1,3,39,1.73205,67.55,1,1,Automatic,Automatic,1.732051282,0
8888,265682,78294,127450,7,1,15,15,179624,1,1,1,15,1,15,2,1,Manual,Manual,1,0
8889,265675,78287,127440,137,1,5,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8890,265674,78286,127439,289,1,20,40,53802,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8895,265667,78279,127428,131,1,9,9,299568,1,1,1,9,1,9,2,1,Manual,Manual,1,0
8898,265660,78271,127415,7,1,40,40,299564,1,1,1,40,1,40,1,0,Automatic,Manual,1,0
8905,265640,78249,127375,13,1,20,40,53802,1,1,1,40,1,40,2,1,Manual,Manual,2,0
8912,265618,78223,127334,1065,1,24,48,242848,2,1,2,48,1.41421,67.8822,2,1,Manual,Manual,2.828425,0
8913,265614,78219,127329,623,1,15,45,299565,2,1,2,45,1.41421,63.6396,2,1,Manual,Manual,4.24264,0
8914,265613,78218,127328,805,1,10,10,242848,1,1,1,10,1,10,2,1,Manual,Manual,1,0
8915,265604,78209,127316,3,1,18,18,53802,1,1,1,18,1,18,2,1,Manual,Manual,1,0
8916,265600,78204,127307,2,1,5,10,299565,1,1,1,10,1,10,2,1,Manual,Manual,2,0
8919,265597,78201,127302,879,1,15,30,191063,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
8924,265589,78193,127289,310,1,3,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8925,265588,78192,127288,1415,1,4,8,299568,1,1,1,8,1,8,2,1,Manual,Manual,2,0
8926,265585,78189,127283,1061,1,17,34,299568,1,1,1,34,1,34,2,1,Manual,Manual,2,0
8933,265569,78171,127255,3,1,3,6,50780,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8934,265563,78164,127245,298,1,3,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8937,265553,78149,127225,65670,1,3,6,180470,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8942,265550,78146,127220,447,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8943,265548,78144,127218,3901,1,58,174,50883,6,1,6,174,2.44949,426.211,1,1,Automatic,Automatic,7.348465517,0
8944,265536,78132,127199,352,1,16,16,299567,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,1.4142125,0
8945,265535,78131,127198,136,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
8950,265521,78117,127177,3372,1,60,60,242885,1,1,1,60,1,60,1,1,Automatic,Automatic,1,0
8953,265512,78107,127162,3001,1,11,22,191063,1,1,1,22,1,22,2,1,Manual,Manual,2,0
8960,265496,78091,127135,2,1,16,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,1,0
8967,265480,78073,127104,75,1,26,26,191063,1,2,1,26,1.41421,36.7696,2,1,Manual,Manual,1.414215385,0
8974,265470,78061,127083,4,1,3,9,53821,2,2,2,9,2,18,2,1,Manual,Manual,6,0
8975,265466,78056,127076,139,1,5,10,53821,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,2.82842,0
8984,265443,78030,127033,1696,1,100,100,190812,1,1,1,100,1,100,1,1,Automatic,Automatic,1,0
8985,265440,78027,127028,2627,1,50,150,50883,3,1,3,150,1.73205,259.808,1,1,Automatic,Automatic,5.19616,0
8988,265434,78020,127016,4,1,32,32,53802,1,1,1,32,1,32,2,1,Manual,Manual,1,0
8989,265432,78018,127013,1080,1,25,50,191063,1,1,1,50,1,50,2,1,Manual,Manual,2,0
8996,265421,78006,126994,1345,1,10,20,44963,3,1,3,20,1.73205,34.641,2,1,Manual,Manual,3.4641,0
9003,265408,77992,126973,1790,1,14,28,53821,2,1,2,28,1.41421,39.598,2,1,Manual,Manual,2.828428571,0
9004,265406,77990,126970,430,1,6,12,44963,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9005,265404,77988,126968,3056,1,35,35,53802,1,1,1,35,1,35,2,1,Manual,Manual,1,0
9006,265403,77987,126967,2,1,7,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,2,0
9007,265396,77980,126957,1747,1,24,48,190801,2,1,2,48,1.41421,67.8822,2,1,Manual,Manual,2.828425,0
9010,265390,77974,126951,1031,1,21,42,242848,2,1,2,42,1.41421,59.397,2,1,Manual,Manual,2.828428571,0
9013,265382,77964,126936,8888,1,100,300,50883,6,1,6,300,2.44949,734.847,1,1,Automatic,Automatic,7.34847,0
9016,265375,77957,126927,212,1,4,4,50866,1,1,1,4,1,4,2,1,Manual,Manual,1,0
9022,265369,77950,126914,3325,1,22,132,299567,7,1,7,132,2.64575,349.239,2,1,Manual,Manual,15.8745,0
9029,265356,77937,126894,307,1,6,12,299565,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9032,265352,77930,126883,451,1,3,3,50866,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9039,265319,77895,126832,4,1,6,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9048,265308,77879,126805,81,1,5,15,53802,1,1,1,15,1,15,2,1,Manual,Manual,3,0
9051,265291,77856,126768,1002,1,16,48,179624,2,1,2,48,1.41421,67.8822,2,1,Manual,Manual,4.2426375,0
9052,265289,77853,126763,1264,1,10,50,299565,3,1,3,50,1.73205,86.6025,2,1,Manual,Manual,8.66025,0
9055,265275,77836,126735,690,1,4,8,50866,1,1,1,8,1,8,2,1,Manual,Manual,2,0
9056,265274,77835,126734,223,1,3,6,44963,1,1,1,6,1,6,2,1,Manual,Manual,2,0
9061,265267,77828,126723,357,1,5,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,2,0
9064,265260,77821,126713,683,1,14,14,242848,1,1,1,14,1,14,2,1,Manual,Manual,1,0
9067,265249,77807,126690,1349,1,12,24,191063,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9068,265242,77799,126675,2418,1,15,45,50866,2,1,2,45,1.41421,63.6396,2,1,Manual,Manual,4.24264,0
9069,265239,77795,126668,180,1,4,4,53802,1,1,1,4,1,4,2,1,Manual,Manual,1,0
9070,265234,77788,126656,1324,1,10,30,299565,2,2,2,30,2,60,2,1,Manual,Manual,6,0
9073,265231,77784,126651,1165,1,40,40,242885,2,1,2,40,1.41421,56.5685,1,1,Automatic,Automatic,1.4142125,0
9074,265230,77783,126650,845,1,6,6,50866,1,1,1,6,1,6,2,1,Manual,Manual,1,0
9079,265221,77773,126633,732,1,25,25,180470,1,1,1,25,1,25,2,1,Manual,Manual,1,0
9082,265204,77754,126603,727,1,24,48,191063,1,1,1,48,1,48,2,1,Manual,Manual,2,0
9083,265202,77752,126600,1759,1,16,32,190801,1,1,1,32,1,32,2,1,Manual,Manual,2,0
9084,265198,77747,126592,2422,1,30,90,50866,3,1,3,90,1.73205,155.885,2,1,Manual,Manual,5.196166667,0
9087,265190,77738,126577,950,1,11,22,299568,2,2,2,22,2,44,2,1,Manual,Manual,4,0
9088,265189,77737,126576,73,1,3,3,179624,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9089,265187,77735,126573,401,1,16,32,179624,1,2,1,32,1.41421,45.2548,2,1,Manual,Manual,2.828425,0
9090,265183,77731,126567,618,1,6,12,44963,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9093,265177,77725,126556,2337,1,25,25,299568,1,1,1,25,1,25,2,1,Manual,Manual,1,0
9094,265172,77720,126549,855,1,6,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9099,265163,77711,126534,9,1,9,9,190801,1,1,1,9,1,9,2,1,Manual,Manual,1,0
9106,265143,77690,126499,2570,1,20,40,53821,1,1,1,40,1,40,2,1,Manual,Manual,2,0
9113,265125,77668,126464,815,1,25,25,299565,1,1,1,25,1,25,2,1,Manual,Manual,1,0
9114,265119,77662,126456,2632,1,40,80,242848,1,1,1,80,1,80,2,1,Manual,Manual,2,0
9115,265116,77659,126453,997,1,18,36,242848,1,1,1,36,1,36,2,1,Manual,Manual,2,0
9116,265114,77657,126451,347,1,8,16,299565,1,1,1,16,1,16,2,1,Manual,Manual,2,0
9117,265111,77654,126447,1841,1,15,30,50866,1,1,1,30,1,30,2,1,Manual,Manual,2,0
9118,265102,77645,126433,1802,1,39,39,299568,1,1,1,39,1,39,2,1,Manual,Manual,1,0
9119,265095,77638,126420,269,1,5,5,44963,1,2,1,5,1.41421,7.07107,2,1,Manual,Manual,1.414214,0
9120,265088,77629,126404,776,1,16,32,50866,1,1,1,32,1,32,2,1,Manual,Manual,2,0
9121,265085,77626,126400,6736,1,44,132,191061,2,1,2,132,1.41421,186.676,2,1,Manual,Manual,4.242636364,0
9122,265082,77623,126397,3104,1,90,270,53813,1,1,1,270,1,270,1,1,Automatic,Automatic,3,0
9123,265067,77607,126373,665,1,20,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,2,0
9124,265043,77578,126326,1593,1,30,60,190801,1,1,1,60,1,60,2,1,Manual,Manual,2,0
9125,265040,77574,126322,313,1,10,20,299572,1,1,1,20,1,20,2,1,Manual,Manual,2,0
9130,265028,77561,126299,575,1,15,15,44963,1,1,1,15,1,15,2,1,Manual,Manual,1,0
9133,265023,77555,126288,16,1,5,15,53821,2,1,2,15,1.41421,21.2132,2,1,Manual,Manual,4.24264,0
9134,265019,77551,126282,679,1,9,18,299565,1,1,1,18,1,18,2,1,Manual,Manual,2,0
9137,265011,77543,126270,255,1,6,12,50866,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9138,265010,77542,126268,71,1,3,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
9139,265008,77539,126265,253,1,14,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,1,0
9140,265006,77537,126262,1141,1,8,8,190801,1,1,1,8,1,8,2,1,Manual,Manual,1,0
9143,265004,77535,126259,1028,1,20,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,2,0
9148,264992,77522,126238,1800,1,24,96,190801,2,1,2,96,1.41421,135.764,2,1,Manual,Manual,5.656833333,0
9149,264988,77518,126231,409,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
9150,264986,77515,126226,250,1,13,13,299565,1,1,1,13,1,13,2,1,Manual,Manual,1,0
9155,264974,77502,126203,165,1,4,4,299564,1,1,1,4,1,4,2,1,Manual,Manual,1,0
9156,264971,77498,126197,1634,1,30,60,44963,1,1,1,60,1,60,2,1,Manual,Manual,2,0
9159,264969,77496,126193,1242,1,14,28,299568,1,2,1,28,1.41421,39.598,2,1,Manual,Manual,2.828428571,0
9162,264966,77492,126186,146,1,3,3,191061,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9163,264965,77491,126185,2271,1,24,24,299567,1,1,1,24,1,24,2,1,Manual,Manual,1,0
9164,264964,77490,126183,651,1,7,21,179624,2,2,2,21,2,42,2,1,Manual,Manual,6,0
9165,264961,77486,126178,3,1,17,34,53821,1,1,1,34,1,34,2,1,Manual,Manual,2,0
9166,264960,77485,126177,94,1,3,9,299567,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
9167,264954,77479,126166,1443,1,27,54,179624,2,1,2,54,1.41421,76.3675,2,1,Manual,Manual,2.828425926,0
9172,264930,77444,126115,237,1,10,10,299565,1,1,1,10,1,10,2,1,Manual,Manual,1,0
9173,264926,77440,126110,764,1,12,12,299565,1,1,1,12,1,12,2,1,Manual,Manual,1,0
9176,264923,77437,126106,1035,1,19,38,179624,1,1,1,38,1,38,2,1,Manual,Manual,2,0
9179,264908,77419,126080,355,1,7,7,53821,1,1,1,7,1,7,2,1,Manual,Manual,1,0
9184,264903,77414,126071,356,1,12,12,53802,1,1,1,12,1,12,2,1,Manual,Manual,1,0
9185,264899,77410,126065,1533,1,3,3,53821,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
9186,264895,77401,126053,843,1,100,100,190812,2,1,2,100,1.41421,141.421,1,1,Automatic,Automatic,1.41421,0
9195,264881,77386,126029,269,1,7,14,299564,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
9204,264849,77349,125962,4,1,6,24,242848,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,5.65685,0
9205,264844,77344,125954,341,1,10,30,179624,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,4.24264,0
9208,264842,77342,125951,2421,1,8,16,53821,1,1,1,16,1,16,2,1,Manual,Manual,2,0
9209,264838,77338,125945,355,1,13,26,299565,1,1,1,26,1,26,2,1,Manual,Manual,2,0
9212,264833,77331,125930,813,1,5,10,50866,1,1,1,10,1,10,2,1,Manual,Manual,2,0
9219,264821,77318,125903,315,1,5,5,179624,1,2,1,5,1.41421,7.07107,2,1,Manual,Manual,1.414214,0
9220,264818,77315,125899,1959,1,50,150,242848,2,1,2,150,1.41421,212.132,2,1,Manual,Manual,4.24264,0
9223,264798,77291,125860,297,1,14,28,50780,1,1,1,28,1,28,2,1,Manual,Manual,2,0
9224,264796,77289,125857,418,1,7,21,50780,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
9225,264795,77288,125856,1683,1,72,144,53813,2,1,2,144,1.41421,203.647,1,1,Automatic,Automatic,2.828430556,0
9226,264788,77276,125840,636,1,13,26,179624,2,1,2,26,1.41421,36.7696,2,1,Manual,Manual,2.828430769,0
9227,264787,77275,125839,497,1,7,14,190801,1,1,1,14,1,14,2,1,Manual,Manual,2,0
9230,264783,77271,125833,227,1,3,6,299565,1,1,1,6,1,6,2,1,Manual,Manual,2,0
9239,264768,77255,125807,1118,1,30,60,50866,1,1,1,60,1,60,2,1,Manual,Manual,2,0
9240,264765,77249,125795,617,1,7,14,50866,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
9241,264762,77246,125790,5773,1,74,148,190812,1,1,1,148,1,148,1,1,Automatic,Automatic,2,0
9246,264755,77239,125779,419,1,4,16,44963,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,5.65685,0
9249,264744,77225,125757,745,1,10,10,50866,1,1,1,10,1,10,2,1,Manual,Manual,1,0
9250,264739,77220,125749,1440,1,44,44,190812,1,1,1,44,1,44,1,0,Automatic,Manual,1,0
9255,264734,77207,125723,591,1,11,22,50866,1,1,1,22,1,22,2,1,Manual,Manual,2,0
9256,264732,77205,125719,382,1,12,12,44963,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,1.414216667,0
9261,264720,77191,125698,99,1,4,4,50866,1,1,1,4,1,4,2,1,Manual,Manual,1,0
9262,264719,77190,125697,453,1,12,12,299564,1,1,1,12,1,12,2,1,Manual,Manual,1,0
9271,264706,77176,125673,427,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
9274,264702,77172,125666,2992,1,200,200,242885,1,1,1,200,1,200,1,1,Automatic,Automatic,1,0
9279,264690,77159,125646,544,1,6,12,44963,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
9280,264682,77150,125631,2169,1,30,90,190801,2,1,2,90,1.41421,127.279,2,1,Manual,Manual,4.242633333,0
9285,264673,77139,125618,1153,1,40,40,53821,1,1,1,40,1,40,2,1,Manual,Manual,1,0
9288,264667,77122,125594,875,1,24,24,191061,1,1,1,24,1,24,2,1,Manual,Manual,1,0
9293,264658,77113,125580,702,1,12,24,191063,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9300,264634,77080,125530,1402,1,15,30,50866,1,1,1,30,1,30,2,1,Manual,Manual,2,0
9301,264632,77078,125527,880,1,8,16,299572,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
9302,264628,77074,125520,4825,1,33,132,299568,3,2,3,132,2.44949,323.333,2,1,Manual,Manual,9.797969697,0
9303,264626,77072,125517,749,1,22,44,50780,1,1,1,44,1,44,2,1,Manual,Manual,2,0
9310,264614,77059,125497,7397,1,78,156,50883,2,1,2,156,1.41421,220.617,1,1,Automatic,Automatic,2.828423077,0
9315,264611,77056,125491,653,1,3,12,50866,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,5.656866667,0
9318,264609,77054,125488,4504,1,100,200,299564,1,2,1,400,1.41421,565.685,1,1,Automatic,Automatic,5.65685,0
9319,264606,77051,125485,1831,1,50,50,50883,1,1,1,50,1,50,1,0,Automatic,Manual,1,0
9320,264602,77046,125480,2355,1,45,90,190801,1,1,1,90,1,90,2,1,Manual,Manual,2,0
9321,264595,77037,125463,252,1,3,6,44963,1,1,1,6,1,6,2,1,Manual,Manual,2,0
9322,264594,77036,125462,2300,1,40,160,179624,3,1,3,160,1.73205,277.128,2,1,Manual,Manual,6.9282,0
9325,264583,77024,125443,526,1,11,22,179624,1,1,1,22,1,22,2,1,Manual,Manual,2,0
9326,264577,77015,125432,1318,1,41,82,190801,1,1,1,82,1,82,2,1,Manual,Manual,2,0
9327,264570,77008,125419,2,1,3,6,299564,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
9330,264561,76993,125398,620,1,12,12,191063,1,1,1,12,1,12,2,1,Manual,Manual,1,0
9333,264531,76952,125332,2,1,12,24,50780,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9338,264523,76941,125315,1581,1,30,60,50866,1,1,1,60,1,60,2,1,Manual,Manual,2,0
9343,264516,76934,125304,587,1,17,34,299567,2,1,2,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
9346,264510,76925,125293,515,1,7,21,299572,2,1,2,21,1.41421,29.6985,2,1,Manual,Manual,4.242642857,0
9347,264508,76922,125290,2225,1,26,104,299568,3,1,3,104,1.73205,180.133,2,1,Manual,Manual,6.928192308,0
9348,264504,76918,125284,335,1,10,10,299572,1,1,1,10,1,10,2,1,Manual,Manual,1,0
9351,264483,76894,125244,458,1,12,24,299564,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9352,264473,76883,125227,3687,1,35,140,191061,3,1,3,140,1.73205,242.487,2,1,Manual,Manual,6.9282,0
9355,264466,76875,125213,2277,1,4,4,50866,1,1,1,4,1,4,2,1,Manual,Manual,1,0
9356,264454,76860,125194,2251,1,100,200,242885,1,1,1,200,1,200,1,1,Automatic,Automatic,2,0
9359,264448,76853,125184,777,1,15,30,299565,1,1,1,30,1,30,2,1,Manual,Manual,2,0
9360,264447,76852,125183,1930,1,15,60,50866,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,5.656853333,0
9361,264441,76844,125170,928,1,14,28,299568,1,2,1,28,1.41421,39.598,2,1,Manual,Manual,2.828428571,0
9370,264410,76806,125106,756,1,9,27,179624,2,1,2,27,1.41421,38.1838,2,1,Manual,Manual,4.242644444,0
9371,264408,76803,125103,1165,1,25,50,242848,1,1,1,50,1,50,2,1,Manual,Manual,2,0
9372,264407,76802,125101,215,1,3,6,44963,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
9373,264405,76800,125099,789,1,9,18,299568,1,1,1,18,1,18,2,1,Manual,Manual,2,0
9374,264399,76793,125088,290,1,8,16,299572,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
9375,264391,76784,125072,1932,1,50,100,299567,2,1,2,100,1.41421,141.421,2,0,Manual,Automatic,2.82842,0
9376,264389,76782,125500,2157,1,21,21,53818,1,1,1,21,1,21,2,1,Manual,Manual,1,0
9377,264378,76769,125049,5907,1,42,210,299568,5,1,5,210,2.23607,469.574,2,1,Manual,Manual,11.18033333,0
9378,264377,76768,125048,956,1,17,17,50866,1,1,1,17,1,17,2,1,Manual,Manual,1,0
9381,264372,76763,125040,1788,1,11,77,50866,6,1,6,77,2.44949,188.611,2,1,Manual,Manual,17.14645455,0
9382,264371,76762,125038,447,1,7,14,190801,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
9383,264367,76758,125033,790,1,6,18,180470,2,2,2,18,2,36,2,1,Manual,Manual,6,0
9384,264362,76752,125025,2,1,3,3,50780,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9395,264333,76718,124969,1090,1,61,61,179624,1,1,1,61,1,61,2,0,Manual,Automatic,1,0
9396,264319,76699,124941,6,1,10,10,191063,1,3,5,10,3.87298,38.7298,2,1,Manual,Manual,3.87298,0
9399,264315,76695,124932,1204,1,6,6,191061,1,1,1,6,1,6,2,1,Manual,Manual,1,0
9400,264314,76694,124931,1410,1,50,50,191061,1,1,1,50,1,50,2,1,Manual,Manual,1,0
9403,264309,76689,124921,226,1,3,3,44963,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
9404,264302,76682,124909,518,1,8,16,299568,2,1,2,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
9405,264290,76667,124887,5271,1,12,84,299568,6,1,6,84,2.44949,205.757,2,1,Manual,Manual,17.14641667,0
9408,264280,76656,124869,411,1,3,3,299564,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9421,264237,76607,124794,1107,1,5,10,190801,1,1,1,10,1,10,2,1,Manual,Manual,2,0
9422,264235,76605,124792,375,1,5,15,44963,1,1,1,15,1,15,2,1,Manual,Manual,3,0
9425,264225,76591,124772,210,1,6,6,44963,1,1,1,6,1,6,2,1,Manual,Manual,1,0
9428,264220,76586,124765,487,1,10,20,44963,2,2,2,20,2,40,2,1,Manual,Manual,4,0
9429,264209,76575,124915,4075,1,150,150,299564,1,1,1,150,1,150,1,1,Automatic,Automatic,1,0
9433,264206,76571,124744,247,1,5,10,299572,1,1,1,10,1,10,2,1,Manual,Manual,2,0
9438,264192,76554,124715,14,1,5,5,50866,1,2,1,5,1.41421,7.07107,2,1,Manual,Manual,1.414214,0
9439,264191,76553,124713,643,1,19,19,44963,1,2,1,19,1.41421,26.8701,2,1,Manual,Manual,1.414215789,0
9446,264175,76537,124682,178,1,3,3,50866,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9447,264174,76536,124681,1839,1,18,36,299572,1,1,1,36,1,36,2,1,Manual,Manual,2,0
9450,264169,76530,124670,320,1,3,6,44963,3,2,3,6,2.44949,14.6969,2,1,Manual,Manual,4.898966667,0
9451,264167,76528,124668,1322,1,15,15,191061,1,1,1,15,1,15,2,1,Manual,Manual,1,0
9452,264166,76527,124667,210,1,4,8,299572,1,1,1,8,1,8,2,1,Manual,Manual,2,0
9455,264160,76518,124656,914,1,20,40,44963,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
9458,264156,76514,124649,376,1,20,20,299568,1,1,1,20,1,20,2,1,Manual,Manual,1,0
9459,264155,76513,124648,402,1,4,8,44963,1,1,1,8,1,8,2,1,Manual,Manual,2,0
9460,264148,76506,124638,408,1,9,18,299572,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
9461,264147,76505,124636,580,1,8,24,191063,3,1,3,24,1.73205,41.5692,2,1,Manual,Manual,5.19615,0
9462,264146,76504,124635,2152,1,20,40,50866,1,1,1,40,1,40,2,1,Manual,Manual,2,0
9465,264142,76500,124628,176,1,3,3,44963,1,1,1,3,1,3,2,1,Manual,Manual,1,0
9466,264141,76499,124627,463,1,9,18,299564,1,1,1,18,1,18,2,1,Manual,Manual,2,0
9469,264134,76492,124615,436,1,12,24,299565,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9472,264124,76481,124600,596,1,6,12,299567,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9475,264111,76468,124581,112,1,6,12,299567,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
9478,264106,76463,124574,222,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
9481,264092,76448,124547,1772,1,10,30,299564,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,4.24264,0
9484,264090,76446,124544,2,1,27,54,191061,1,1,1,54,1,54,2,1,Manual,Manual,2,0
9485,264083,76437,124531,2215,1,31,124,299567,3,1,3,124,1.73205,214.774,2,1,Manual,Manual,6.928193548,0
9486,264078,76427,124507,2,1,8,8,50780,1,1,1,8,1,8,2,1,Manual,Manual,1,0
9487,264074,76423,124500,1204,1,30,60,299567,1,1,1,60,1,60,2,1,Manual,Manual,2,0
9488,264071,76419,124494,145,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
9491,264061,76405,124473,28,1,82,164,191061,1,1,1,164,1,164,2,0,Manual,Automatic,2,0
9492,264060,76404,124472,472,1,6,12,299565,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9493,264055,76397,124461,2409,1,15,45,50866,1,1,1,45,1,45,2,1,Manual,Manual,3,0
9496,264050,76383,124443,961,1,15,30,299565,1,1,1,30,1,30,2,1,Manual,Manual,2,0
9497,264045,76371,124421,875,1,12,24,50866,1,1,1,24,1,24,2,1,Manual,Manual,2,0
9502,264018,76336,124368,2074,1,35,70,242848,1,1,1,70,1,70,2,1,Manual,Manual,2,0
9505,264010,76328,124354,525,1,6,12,190801,1,1,1,12,1,12,2,1,Manual,Manual,2,0
9506,264007,76325,124350,4105,1,33,66,242848,1,1,1,66,1,66,2,1,Manual,Manual,2,0
9511,264000,76318,124338,532,1,12,24,44963,2,2,2,24,2,48,2,1,Manual,Manual,4,0
9512,263994,76312,124328,1097,1,16,16,44963,1,1,1,16,1,16,2,1,Manual,Manual,1,0
9513,263990,76308,124321,836,1,6,18,299568,1,2,1,18,1.41421,25.4558,2,1,Manual,Manual,4.242633333,0
9526,263969,76286,124284,624,1,10,10,299565,1,1,1,10,1,10,2,1,Manual,Manual,1,0
9537,263956,76271,124259,1703,1,20,100,191063,4,1,4,100,2,200,2,1,Manual,Manual,10,0
9540,263951,76266,124254,2119,1,29,87,299565,2,1,2,87,1.41421,123.037,2,1,Manual,Manual,4.242655172,0
9541,263941,76255,124240,1293,1,100,200,53813,1,1,1,200,1,200,1,1,Automatic,Automatic,2,0
9544,263931,76244,124222,4305,1,47,94,191061,1,1,1,94,1,94,2,1,Manual,Manual,2,0
